Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; 1, detached","Margin of Error; 1, detached","Estimate; 1, attached","Margin of Error; 1, attached"
6083002909,"Census Tract 29.09, Santa Barbara County, California",1816,79,1569,107,19,16
6083002910,"Census Tract 29.10, Santa Barbara County, California",926,47,621,78,70,42
6083002911,"Census Tract 29.11, Santa Barbara County, California",2054,138,69,65,0,132
6083002912,"Census Tract 29.12, Santa Barbara County, California",1904,119,90,69,57,57
6083002913,"Census Tract 29.13, Santa Barbara County, California",1484,40,888,90,212,74
6083002914,"Census Tract 29.14, Santa Barbara County, California",1407,70,721,98,194,75
6083003001,"Census Tract 30.01, Santa Barbara County, California",2171,118,329,106,64,53
6083003002,"Census Tract 30.02, Santa Barbara County, California",1539,60,1156,103,240,85
6083003004,"Census Tract 30.04, Santa Barbara County, California",1598,77,1320,91,200,95
6083003005,"Census Tract 30.05, Santa Barbara County, California",1612,56,1036,152,262,149
6085500100,"Census Tract 5001, Santa Clara County, California",2005,86,900,141,340,127
6085500200,"Census Tract 5002, Santa Clara County, California",2102,97,481,153,157,80
6085500300,"Census Tract 5003, Santa Clara County, California",1201,40,420,99,208,93
6085500400,"Census Tract 5004, Santa Clara County, California",1079,45,489,95,57,40
6085500500,"Census Tract 5005, Santa Clara County, California",1961,76,1563,103,89,69
6085500600,"Census Tract 5006, Santa Clara County, California",2177,59,1008,106,116,59
6085500800,"Census Tract 5008, Santa Clara County, California",1213,56,174,76,45,32
6085500901,"Census Tract 5009.01, Santa Clara County, California",1810,92,54,45,101,47
6085500902,"Census Tract 5009.02, Santa Clara County, California",656,71,49,54,43,50
6085501000,"Census Tract 5010, Santa Clara County, California",2080,121,528,162,143,94
6085501100,"Census Tract 5011, Santa Clara County, California",3263,99,1317,163,309,116
6085501200,"Census Tract 5012, Santa Clara County, California",1401,64,714,104,209,89
6085501300,"Census Tract 5013, Santa Clara County, California",1220,58,694,87,35,37
6085501400,"Census Tract 5014, Santa Clara County, California",1907,76,619,126,165,71
6085501501,"Census Tract 5015.01, Santa Clara County, California",1155,41,345,103,174,69
6085501502,"Census Tract 5015.02, Santa Clara County, California",1090,26,608,104,132,69
6085501600,"Census Tract 5016, Santa Clara County, California",2507,73,570,145,133,79
6085501700,"Census Tract 5017, Santa Clara County, California",1333,61,682,114,180,65
6085501800,"Census Tract 5018, Santa Clara County, California",1769,52,1461,103,86,64
6085501900,"Census Tract 5019, Santa Clara County, California",1875,59,335,114,224,90
6085502001,"Census Tract 5020.01, Santa Clara County, California",2098,101,1080,141,114,87
6085502002,"Census Tract 5020.02, Santa Clara County, California",1707,40,634,105,54,48
6085502101,"Census Tract 5021.01, Santa Clara County, California",2097,34,1080,111,161,65
6085502102,"Census Tract 5021.02, Santa Clara County, California",2735,52,685,123,205,97
6085502201,"Census Tract 5022.01, Santa Clara County, California",2723,49,175,67,357,137
6085502202,"Census Tract 5022.02, Santa Clara County, California",1510,27,520,99,356,93
6085502300,"Census Tract 5023, Santa Clara County, California",2703,106,1369,168,128,92
6085502400,"Census Tract 5024, Santa Clara County, California",3028,42,2305,116,448,112
6085502500,"Census Tract 5025, Santa Clara County, California",2561,81,2339,137,61,65
6085502601,"Census Tract 5026.01, Santa Clara County, California",1214,64,771,93,148,42
6085502602,"Census Tract 5026.02, Santa Clara County, California",3358,124,1025,144,369,137
6085502701,"Census Tract 5027.01, Santa Clara County, California",2175,34,943,94,379,96
6085502702,"Census Tract 5027.02, Santa Clara County, California",3175,51,1725,129,659,137
6085502800,"Census Tract 5028, Santa Clara County, California",1392,73,1259,81,67,35
6085502901,"Census Tract 5029.01, Santa Clara County, California",2252,40,1686,126,168,82
6085502902,"Census Tract 5029.02, Santa Clara County, California",2668,38,2404,103,163,90
6085502903,"Census Tract 5029.03, Santa Clara County, California",2033,31,1910,74,97,60
6085502906,"Census Tract 5029.06, Santa Clara County, California",1766,30,946,104,236,104
6085502907,"Census Tract 5029.07, Santa Clara County, California",1380,22,1368,28,0,132
6085502908,"Census Tract 5029.08, Santa Clara County, California",2443,78,1875,134,53,53
6085502909,"Census Tract 5029.09, Santa Clara County, California",2145,27,884,141,355,146
6085502910,"Census Tract 5029.10, Santa Clara County, California",1524,35,680,99,203,69
6085503001,"Census Tract 5030.01, Santa Clara County, California",1641,60,1473,83,146,56
6085503002,"Census Tract 5030.02, Santa Clara County, California",1396,37,1087,80,102,45
6085503003,"Census Tract 5030.03, Santa Clara County, California",1864,25,1800,60,47,50
6085503103,"Census Tract 5031.03, Santa Clara County, California",4379,72,665,170,608,202
6085503105,"Census Tract 5031.05, Santa Clara County, California",771,25,275,85,55,30
6085503106,"Census Tract 5031.06, Santa Clara County, California",2568,51,488,124,415,128
6085503108,"Census Tract 5031.08, Santa Clara County, California",2912,49,929,114,246,102
6085503110,"Census Tract 5031.10, Santa Clara County, California",1152,33,135,53,133,67
6085503111,"Census Tract 5031.11, Santa Clara County, California",1099,33,816,83,248,81
6085503112,"Census Tract 5031.12, Santa Clara County, California",1338,72,342,97,118,78
6085503113,"Census Tract 5031.13, Santa Clara County, California",1255,45,478,123,299,109
6085503115,"Census Tract 5031.15, Santa Clara County, California",2308,65,320,103,779,124
6085503116,"Census Tract 5031.16, Santa Clara County, California",2163,34,325,105,300,85
6085503204,"Census Tract 5032.04, Santa Clara County, California",2213,62,933,145,465,153
6085503207,"Census Tract 5032.07, Santa Clara County, California",1008,47,906,89,40,47
6085503208,"Census Tract 5032.08, Santa Clara County, California",829,23,791,37,38,36
6085503210,"Census Tract 5032.10, Santa Clara County, California",976,32,843,77,67,44
6085503211,"Census Tract 5032.11, Santa Clara County, California",1140,42,1094,62,5,9
6085503212,"Census Tract 5032.12, Santa Clara County, California",960,35,939,42,7,13
6085503213,"Census Tract 5032.13, Santa Clara County, California",1250,25,433,95,349,97
6085503214,"Census Tract 5032.14, Santa Clara County, California",1614,71,558,129,52,33
6085503217,"Census Tract 5032.17, Santa Clara County, California",1099,35,450,97,424,98
6085503218,"Census Tract 5032.18, Santa Clara County, California",1170,44,580,79,0,132
6085503304,"Census Tract 5033.04, Santa Clara County, California",1906,42,656,118,430,120
6085503305,"Census Tract 5033.05, Santa Clara County, California",1458,56,1063,87,28,29
6085503306,"Census Tract 5033.06, Santa Clara County, California",898,22,739,55,25,30
6085503312,"Census Tract 5033.12, Santa Clara County, California",1034,25,707,85,287,87
6085503313,"Census Tract 5033.13, Santa Clara County, California",1419,22,1419,22,0,132
6085503315,"Census Tract 5033.15, Santa Clara County, California",2014,36,1087,112,202,81
6085503317,"Census Tract 5033.17, Santa Clara County, California",2009,32,1220,117,449,111
6085503319,"Census Tract 5033.19, Santa Clara County, California",3045,43,2525,118,415,98
6085503320,"Census Tract 5033.20, Santa Clara County, California",4107,60,1871,162,1640,177
6085503321,"Census Tract 5033.21, Santa Clara County, California",1086,24,1060,36,17,25
6085503322,"Census Tract 5033.22, Santa Clara County, California",1059,21,1049,27,0,132
6085503323,"Census Tract 5033.23, Santa Clara County, California",1221,28,1168,66,53,56
6085503324,"Census Tract 5033.24, Santa Clara County, California",928,25,908,38,20,24
6085503325,"Census Tract 5033.25, Santa Clara County, California",1179,25,1132,41,47,39
6085503326,"Census Tract 5033.26, Santa Clara County, California",1525,60,1516,60,9,15
6085503327,"Census Tract 5033.27, Santa Clara County, California",1339,55,1236,83,20,25
6085503328,"Census Tract 5033.28, Santa Clara County, California",3857,47,3152,145,543,127
6085503401,"Census Tract 5034.01, Santa Clara County, California",1029,31,969,54,0,132
6085503402,"Census Tract 5034.02, Santa Clara County, California",1052,25,491,95,11,15
6085503504,"Census Tract 5035.04, Santa Clara County, California",1168,29,1093,72,45,45
6085503506,"Census Tract 5035.06, Santa Clara County, California",1300,37,993,110,0,132
6085503507,"Census Tract 5035.07, Santa Clara County, California",349,20,299,45,38,40
6085503508,"Census Tract 5035.08, Santa Clara County, California",1337,30,1063,104,150,89
6085503509,"Census Tract 5035.09, Santa Clara County, California",905,39,872,64,33,45
6085503510,"Census Tract 5035.10, Santa Clara County, California",1433,31,1116,118,119,74
6085503511,"Census Tract 5035.11, Santa Clara County, California",836,34,809,41,13,25
6085503601,"Census Tract 5036.01, Santa Clara County, California",992,24,354,87,215,80
6085503602,"Census Tract 5036.02, Santa Clara County, California",1245,28,692,103,162,79
6085503702,"Census Tract 5037.02, Santa Clara County, California",1884,99,757,132,345,103
6085503703,"Census Tract 5037.03, Santa Clara County, California",896,29,554,99,103,66
6085503706,"Census Tract 5037.06, Santa Clara County, California",2377,102,147,96,270,114
6085503707,"Census Tract 5037.07, Santa Clara County, California",1477,57,631,102,415,113
6085503708,"Census Tract 5037.08, Santa Clara County, California",747,22,427,69,90,58
6085503709,"Census Tract 5037.09, Santa Clara County, California",1395,41,543,111,46,50
6085503802,"Census Tract 5038.02, Santa Clara County, California",2265,65,1684,148,120,87
6085503803,"Census Tract 5038.03, Santa Clara County, California",1417,33,876,90,133,69
6085503804,"Census Tract 5038.04, Santa Clara County, California",1500,67,730,111,103,47
6085503900,"Census Tract 5039, Santa Clara County, California",2279,90,1754,137,131,102
6085504001,"Census Tract 5040.01, Santa Clara County, California",1639,44,970,130,165,78
6085504002,"Census Tract 5040.02, Santa Clara County, California",1292,25,674,111,209,75
6085504101,"Census Tract 5041.01, Santa Clara County, California",964,65,949,67,15,19
6085504102,"Census Tract 5041.02, Santa Clara County, California",1306,47,1187,67,68,33
6085504201,"Census Tract 5042.01, Santa Clara County, California",1684,79,1409,100,77,43
6085504202,"Census Tract 5042.02, Santa Clara County, California",1514,42,1433,50,62,28
6085504307,"Census Tract 5043.07, Santa Clara County, California",1711,27,1116,103,166,69
6085504308,"Census Tract 5043.08, Santa Clara County, California",1497,55,1327,72,60,37
6085504310,"Census Tract 5043.10, Santa Clara County, California",3862,50,1156,211,530,145
6085504311,"Census Tract 5043.11, Santa Clara County, California",2428,42,1236,145,596,119
6085504314,"Census Tract 5043.14, Santa Clara County, California",1300,19,1275,29,16,18
6085504315,"Census Tract 5043.15, Santa Clara County, California",2061,34,1328,192,484,188
6085504316,"Census Tract 5043.16, Santa Clara County, California",1384,26,988,90,280,86
6085504317,"Census Tract 5043.17, Santa Clara County, California",1293,22,1179,67,40,29
6085504318,"Census Tract 5043.18, Santa Clara County, California",1333,141,102,60,0,132
6085504319,"Census Tract 5043.19, Santa Clara County, California",1932,30,1299,115,228,75
6085504320,"Census Tract 5043.20, Santa Clara County, California",841,25,841,25,0,132
6085504321,"Census Tract 5043.21, Santa Clara County, California",1585,24,1083,76,99,70
6085504410,"Census Tract 5044.10, Santa Clara County, California",1240,28,852,108,119,56
6085504411,"Census Tract 5044.11, Santa Clara County, California",1583,27,1334,99,74,48
6085504412,"Census Tract 5044.12, Santa Clara County, California",1351,46,654,121,252,79
6085504413,"Census Tract 5044.13, Santa Clara County, California",739,24,183,46,379,62
6085504414,"Census Tract 5044.14, Santa Clara County, California",1482,44,1327,55,155,41
6085504415,"Census Tract 5044.15, Santa Clara County, California",1619,49,1352,105,209,78
6085504416,"Census Tract 5044.16, Santa Clara County, California",1155,39,800,112,314,95
6085504417,"Census Tract 5044.17, Santa Clara County, California",777,25,767,33,10,19
6085504418,"Census Tract 5044.18, Santa Clara County, California",1312,57,643,100,44,72
6085504420,"Census Tract 5044.20, Santa Clara County, California",1367,72,1012,111,89,56
6085504421,"Census Tract 5044.21, Santa Clara County, California",1385,49,1212,70,104,55
6085504422,"Census Tract 5044.22, Santa Clara County, California",1278,43,920,79,23,33
6085504504,"Census Tract 5045.04, Santa Clara County, California",2201,71,286,91,667,127
6085504505,"Census Tract 5045.05, Santa Clara County, California",1115,37,872,88,160,62
6085504506,"Census Tract 5045.06, Santa Clara County, California",2129,77,460,108,193,69
6085504507,"Census Tract 5045.07, Santa Clara County, California",1702,51,1337,108,211,91
6085504601,"Census Tract 5046.01, Santa Clara County, California",629,102,56,39,9,15
6085504602,"Census Tract 5046.02, Santa Clara County, California",783,38,251,89,70,38
6085504700,"Census Tract 5047, Santa Clara County, California",75,66,0,132,10,15
6085504802,"Census Tract 5048.02, Santa Clara County, California",1723,43,809,86,17,15
6085504803,"Census Tract 5048.03, Santa Clara County, California",2362,55,239,77,413,87
6085504805,"Census Tract 5048.05, Santa Clara County, California",2214,70,106,53,0,132
6085504806,"Census Tract 5048.06, Santa Clara County, California",727,27,717,28,10,16
6085504901,"Census Tract 5049.01, Santa Clara County, California",2916,102,478,125,653,125
