Id2,Geography,Total; Estimate; Population 25 years and over,Total; Margin of Error; Population 25 years and over,Percent of population 25 years and over  with Bachelor's degree,MOE Percent of population 25 years and over  with Bachelor's degree
6081610203,"Census Tract 6102.03, San Mateo County, California",1755,206,5.9,3.4
6081610302,"Census Tract 6103.02, San Mateo County, California",1558,279,8.5,3.7
6081610303,"Census Tract 6103.03, San Mateo County, California",4971,288,39.9,4.9
6081610304,"Census Tract 6103.04, San Mateo County, California",3086,182,31,5.6
6081610400,"Census Tract 6104, San Mateo County, California",2911,239,10.9,3.6
6081610500,"Census Tract 6105, San Mateo County, California",3126,337,10.3,4.5
6081610601,"Census Tract 6106.01, San Mateo County, California",3070,318,6.1,5.9
6081610602,"Census Tract 6106.02, San Mateo County, California",2394,221,17.2,4
6081610700,"Census Tract 6107, San Mateo County, California",3548,420,21.1,6
6081610800,"Census Tract 6108, San Mateo County, California",3025,752,10.8,6.4
6081610900,"Census Tract 6109, San Mateo County, California",3902,453,18.3,5.6
6081611000,"Census Tract 6110, San Mateo County, California",3664,282,23.4,5.5
6081611100,"Census Tract 6111, San Mateo County, California",4094,224,31,4.6
6081611200,"Census Tract 6112, San Mateo County, California",2079,152,31.4,6.3
6081611300,"Census Tract 6113, San Mateo County, California",3697,246,20.1,4.8
6081611400,"Census Tract 6114, San Mateo County, California",3046,423,35.6,5.6
6081611500,"Census Tract 6115, San Mateo County, California",1680,245,37.1,7.5
6081611600,"Census Tract 6116, San Mateo County, California",1454,147,29,7.7
6081611700,"Census Tract 6117, San Mateo County, California",2883,404,7.4,2.6
6081611800,"Census Tract 6118, San Mateo County, California",2992,406,3.8,2.8
6081611900,"Census Tract 6119, San Mateo County, California",6637,532,14.6,5.5
6081612000,"Census Tract 6120, San Mateo County, California",5270,485,6.6,3
6081612100,"Census Tract 6121, San Mateo County, California",4749,584,19.5,6.2
6081612200,"Census Tract 6122, San Mateo County, California",2676,164,33.8,5
6081612400,"Census Tract 6124, San Mateo County, California",1686,810,22.2,9
6081612500,"Census Tract 6125, San Mateo County, California",3057,295,41.2,8.1
6081612600,"Census Tract 6126, San Mateo County, California",3072,245,39.1,6.6
6081612700,"Census Tract 6127, San Mateo County, California",1377,109,38.9,9
6081612800,"Census Tract 6128, San Mateo County, California",2064,134,34,6.8
6081612900,"Census Tract 6129, San Mateo County, California",3241,207,35.8,5.2
6081613000,"Census Tract 6130, San Mateo County, California",2638,186,35,5.5
6081613200,"Census Tract 6132, San Mateo County, California",4771,307,35.8,5
6081613300,"Census Tract 6133, San Mateo County, California",1830,229,41.1,9.7
6081613400,"Census Tract 6134, San Mateo County, California",2312,155,29.4,4.9
6081613501,"Census Tract 6135.01, San Mateo County, California",2810,264,21.7,5.5
6081613502,"Census Tract 6135.02, San Mateo County, California",4033,317,32.1,7.2
6081613600,"Census Tract 6136, San Mateo County, California",4655,438,39.2,6.3
6081613700,"Census Tract 6137, San Mateo County, California",6998,530,22.6,4.5
6081613800,"Census Tract 6138, San Mateo County, California",3466,377,24.7,5.6
6083000101,"Census Tract 1.01, Santa Barbara County, California",5289,1076,20.1,4.5
6083000102,"Census Tract 1.02, Santa Barbara County, California",3721,524,15.7,5.5
6083000103,"Census Tract 1.03, Santa Barbara County, California",2333,183,32.1,6.3
6083000200,"Census Tract 2, Santa Barbara County, California",3148,207,26.1,5.7
6083000300,"Census Tract 3, Santa Barbara County, California",4737,630,26.5,5.5
6083000400,"Census Tract 4, Santa Barbara County, California",4215,1060,30.7,7.5
6083000501,"Census Tract 5.01, Santa Barbara County, California",2301,202,33.5,8.9
6083000502,"Census Tract 5.02, Santa Barbara County, California",3847,304,26.5,5.6
6083000600,"Census Tract 6, Santa Barbara County, California",3650,300,32.3,5.6
6083000700,"Census Tract 7, Santa Barbara County, California",3484,353,31.2,6
6083000801,"Census Tract 8.01, Santa Barbara County, California",2113,313,10.5,3.9
6083000802,"Census Tract 8.02, Santa Barbara County, California",3934,384,13.8,4.6
6083000900,"Census Tract 9, Santa Barbara County, California",2000,400,17.5,5.7
6083001000,"Census Tract 10, Santa Barbara County, California",3464,298,18.5,5.1
6083001101,"Census Tract 11.01, Santa Barbara County, California",2339,326,20.8,5
6083001102,"Census Tract 11.02, Santa Barbara County, California",2355,299,14.6,3.4
6083001202,"Census Tract 12.02, Santa Barbara County, California",2438,219,29.6,5.8
6083001203,"Census Tract 12.03, Santa Barbara County, California",1946,169,34.3,5.8
6083001204,"Census Tract 12.04, Santa Barbara County, California",1909,302,20.7,6.1
6083001301,"Census Tract 13.01, Santa Barbara County, California",2577,415,27.9,6.7
6083001302,"Census Tract 13.02, Santa Barbara County, California",5051,308,33.1,5.9
6083001400,"Census Tract 14, Santa Barbara County, California",2381,254,33.3,5.4
6083001500,"Census Tract 15, Santa Barbara County, California",2422,211,39.8,6.5
6083001601,"Census Tract 16.01, Santa Barbara County, California",3143,259,23.6,5.5
6083001602,"Census Tract 16.02, Santa Barbara County, California",3520,294,19.2,5.8
6083001701,"Census Tract 17.01, Santa Barbara County, California",3140,296,27.2,6.8
6083001702,"Census Tract 17.02, Santa Barbara County, California",1899,277,20.2,8
6083001800,"Census Tract 18, Santa Barbara County, California",743,119,17.5,5.7
6083001901,"Census Tract 19.01, Santa Barbara County, California",4521,364,16.2,3.8
6083001903,"Census Tract 19.03, Santa Barbara County, California",3973,298,23.1,5.1
6083001905,"Census Tract 19.05, Santa Barbara County, California",2405,212,33.1,6.4
6083001906,"Census Tract 19.06, Santa Barbara County, California",3694,341,21.3,6.7
6083002005,"Census Tract 20.05, Santa Barbara County, California",3216,308,19.9,5
6083002006,"Census Tract 20.06, Santa Barbara County, California",1889,393,19.3,7.2
6083002007,"Census Tract 20.07, Santa Barbara County, California",5367,306,11.8,2.9
6083002008,"Census Tract 20.08, Santa Barbara County, California",3763,309,17.1,4.8
6083002009,"Census Tract 20.09, Santa Barbara County, California",2370,112,18.4,4.8
6083002010,"Census Tract 20.10, Santa Barbara County, California",2952,136,14.9,4.1
6083002011,"Census Tract 20.11, Santa Barbara County, California",3060,174,10.8,3.2
6083002012,"Census Tract 20.12, Santa Barbara County, California",2058,233,19,5.8
6083002013,"Census Tract 20.13, Santa Barbara County, California",1800,139,18.8,5.7
6083002101,"Census Tract 21.01, Santa Barbara County, California",1893,330,7.2,3.7
6083002102,"Census Tract 21.02, Santa Barbara County, California",1082,77,13.8,6.1
6083002103,"Census Tract 21.03, Santa Barbara County, California",2463,312,12.4,3.5
6083002205,"Census Tract 22.05, Santa Barbara County, California",2113,258,6.3,3.6
6083002206,"Census Tract 22.06, Santa Barbara County, California",2345,342,9.2,4.6
6083002209,"Census Tract 22.09, Santa Barbara County, California",1312,176,5.7,3.6
6083002210,"Census Tract 22.10, Santa Barbara County, California",2895,287,13.4,3.9
6083002211,"Census Tract 22.11, Santa Barbara County, California",3249,235,17.6,3.8
6083002303,"Census Tract 23.03, Santa Barbara County, California",2594,250,1.4,1.4
6083002304,"Census Tract 23.04, Santa Barbara County, California",2591,345,1.6,1.6
6083002305,"Census Tract 23.05, Santa Barbara County, California",3076,204,3.5,3.5
6083002306,"Census Tract 23.06, Santa Barbara County, California",4096,261,11.9,3.1
6083002402,"Census Tract 24.02, Santa Barbara County, California",4792,283,6.7,2.4
6083002403,"Census Tract 24.03, Santa Barbara County, California",2679,320,2.4,2.3
6083002404,"Census Tract 24.04, Santa Barbara County, California",2787,328,3.6,2
6083002500,"Census Tract 25, Santa Barbara County, California",3712,416,3.2,2.2
6083002603,"Census Tract 26.03, Santa Barbara County, California",1766,241,21.7,5.1
6083002604,"Census Tract 26.04, Santa Barbara County, California",2930,229,5.2,2.2
6083002702,"Census Tract 27.02, Santa Barbara County, California",3255,252,8.8,4.7
6083002703,"Census Tract 27.03, Santa Barbara County, California",2165,210,4.7,2.5
6083002705,"Census Tract 27.05, Santa Barbara County, California",2371,152,6.1,2.8
6083002706,"Census Tract 27.06, Santa Barbara County, California",3153,231,4.3,2
6083002707,"Census Tract 27.07, Santa Barbara County, California",1550,174,8.4,3.8
6083002708,"Census Tract 27.08, Santa Barbara County, California",1751,234,9.4,4.1
6083002802,"Census Tract 28.02, Santa Barbara County, California",4267,294,12.1,3.6
6083002805,"Census Tract 28.05, Santa Barbara County, California",629,136,14.1,7.2
6083002806,"Census Tract 28.06, Santa Barbara County, California",1151,149,6.9,3.7
6083002807,"Census Tract 28.07, Santa Barbara County, California",1553,112,21.8,6.8
6083002808,"Census Tract 28.08, Santa Barbara County, California",4162,206,21.7,4.5
6083002809,"Census Tract 28.09, Santa Barbara County, California",3099,227,19.3,4.1
6083002902,"Census Tract 29.02, Santa Barbara County, California",721,319,19.1,13
6083002903,"Census Tract 29.03, Santa Barbara County, California",1210,126,32,8.7
6083002904,"Census Tract 29.04, Santa Barbara County, California",4578,353,23.9,3.9
6083002906,"Census Tract 29.06, Santa Barbara County, California",2670,159,26,5.1
6083002907,"Census Tract 29.07, Santa Barbara County, California",2627,146,27.5,4.4
6083002909,"Census Tract 29.09, Santa Barbara County, California",3299,252,23.6,5.3
6083002910,"Census Tract 29.10, Santa Barbara County, California",1637,180,25.2,8.1
6083002911,"Census Tract 29.11, Santa Barbara County, California",424,129,10.1,8.1
6083002912,"Census Tract 29.12, Santa Barbara County, California",794,220,3.4,3.4
6083002913,"Census Tract 29.13, Santa Barbara County, California",2393,153,28.4,5.6
6083002914,"Census Tract 29.14, Santa Barbara County, California",2228,165,24.3,6.6
6083003001,"Census Tract 30.01, Santa Barbara County, California",2922,371,14,4.8
6083003002,"Census Tract 30.02, Santa Barbara County, California",2512,190,39,4.7
6083003004,"Census Tract 30.04, Santa Barbara County, California",2949,158,21.5,4.9
6083003005,"Census Tract 30.05, Santa Barbara County, California",2781,290,24.4,6
6085500100,"Census Tract 5001, Santa Clara County, California",4057,506,15.5,4.8
6085500200,"Census Tract 5002, Santa Clara County, California",4124,324,24.4,4.9
6085500300,"Census Tract 5003, Santa Clara County, California",2596,1269,21.6,12.3
6085500400,"Census Tract 5004, Santa Clara County, California",1765,200,21.6,7
6085500500,"Census Tract 5005, Santa Clara County, California",3734,375,32.2,4.6
6085500600,"Census Tract 5006, Santa Clara County, California",3259,269,30.5,5.2
6085500800,"Census Tract 5008, Santa Clara County, California",1648,175,19.5,7.7
6085500901,"Census Tract 5009.01, Santa Clara County, California",2015,229,33.3,7
6085500902,"Census Tract 5009.02, Santa Clara County, California",922,178,17.2,11.1
6085501000,"Census Tract 5010, Santa Clara County, California",3105,366,14.1,4.7
6085501100,"Census Tract 5011, Santa Clara County, California",6170,610,18.4,4.6
6085501200,"Census Tract 5012, Santa Clara County, California",2487,252,12.8,4.2
6085501300,"Census Tract 5013, Santa Clara County, California",2474,534,24.5,5.4
6085501400,"Census Tract 5014, Santa Clara County, California",3514,551,8,3.3
6085501501,"Census Tract 5015.01, Santa Clara County, California",2347,272,12.6,5.9
6085501502,"Census Tract 5015.02, Santa Clara County, California",2218,321,12.3,3.9
6085501600,"Census Tract 5016, Santa Clara County, California",3529,663,15.8,4.5
6085501700,"Census Tract 5017, Santa Clara County, California",2619,336,4.5,3.2
6085501800,"Census Tract 5018, Santa Clara County, California",3114,346,18.3,4.8
6085501900,"Census Tract 5019, Santa Clara County, California",2733,225,28.5,6.3
6085502001,"Census Tract 5020.01, Santa Clara County, California",3660,326,16.3,6
6085502002,"Census Tract 5020.02, Santa Clara County, California",2460,221,13.2,5
6085502101,"Census Tract 5021.01, Santa Clara County, California",3567,342,27.6,5.9
6085502102,"Census Tract 5021.02, Santa Clara County, California",4090,377,23.3,5.8
6085502201,"Census Tract 5022.01, Santa Clara County, California",4166,530,15.9,5.3
6085502202,"Census Tract 5022.02, Santa Clara County, California",2203,265,34,7.9
6085502300,"Census Tract 5023, Santa Clara County, California",4607,441,25,5.6
6085502400,"Census Tract 5024, Santa Clara County, California",5358,298,35.9,5.1
6085502500,"Census Tract 5025, Santa Clara County, California",4395,299,28.3,5
6085502601,"Census Tract 5026.01, Santa Clara County, California",2235,241,30.6,7
6085502602,"Census Tract 5026.02, Santa Clara County, California",5261,418,30.9,5.6
6085502701,"Census Tract 5027.01, Santa Clara County, California",3403,233,27.6,5.4
6085502702,"Census Tract 5027.02, Santa Clara County, California",5862,419,30.9,5.7
6085502800,"Census Tract 5028, Santa Clara County, California",2724,158,28.5,4.9
6085502901,"Census Tract 5029.01, Santa Clara County, California",3863,188,24.2,4.9
6085502902,"Census Tract 5029.02, Santa Clara County, California",5281,287,28.6,4.5
6085502903,"Census Tract 5029.03, Santa Clara County, California",3767,184,33.7,5.4
6085502906,"Census Tract 5029.06, Santa Clara County, California",3163,200,27.3,5.5
6085502907,"Census Tract 5029.07, Santa Clara County, California",2565,204,25.9,5
6085502908,"Census Tract 5029.08, Santa Clara County, California",4862,335,27.3,5.8
6085502909,"Census Tract 5029.09, Santa Clara County, California",4100,409,20.1,5.3
6085502910,"Census Tract 5029.10, Santa Clara County, California",2517,207,27,7
6085503001,"Census Tract 5030.01, Santa Clara County, California",2895,152,33.4,7
6085503002,"Census Tract 5030.02, Santa Clara County, California",2707,310,27.9,7.6
6085503003,"Census Tract 5030.03, Santa Clara County, California",3693,188,27.8,4.7
6085503103,"Census Tract 5031.03, Santa Clara County, California",6888,700,17,5
6085503105,"Census Tract 5031.05, Santa Clara County, California",1498,288,8.2,4.2
6085503106,"Census Tract 5031.06, Santa Clara County, California",4791,484,15.9,4.7
6085503108,"Census Tract 5031.08, Santa Clara County, California",4802,433,21.9,4.8
6085503110,"Census Tract 5031.10, Santa Clara County, California",2392,308,6.3,4.3
6085503111,"Census Tract 5031.11, Santa Clara County, California",2885,360,14.9,4.8
