Id2,Geography,Estimate; Total,Margin of Error; Total
6081605700,"Census Tract 6057, San Mateo County, California",5190,222
6081605800,"Census Tract 6058, San Mateo County, California",2657,269
6081605900,"Census Tract 6059, San Mateo County, California",5283,522
6081606000,"Census Tract 6060, San Mateo County, California",3961,529
6081606100,"Census Tract 6061, San Mateo County, California",4358,696
6081606200,"Census Tract 6062, San Mateo County, California",7321,737
6081606300,"Census Tract 6063, San Mateo County, California",3251,354
6081606400,"Census Tract 6064, San Mateo County, California",4676,278
6081606500,"Census Tract 6065, San Mateo County, California",3490,146
6081606600,"Census Tract 6066, San Mateo County, California",3351,210
6081606700,"Census Tract 6067, San Mateo County, California",2319,127
6081606800,"Census Tract 6068, San Mateo County, California",3607,221
6081606900,"Census Tract 6069, San Mateo County, California",2902,455
6081607000,"Census Tract 6070, San Mateo County, California",3169,236
6081607100,"Census Tract 6071, San Mateo County, California",2857,226
6081607200,"Census Tract 6072, San Mateo County, California",4384,392
6081607300,"Census Tract 6073, San Mateo County, California",3237,218
6081607400,"Census Tract 6074, San Mateo County, California",4372,376
6081607500,"Census Tract 6075, San Mateo County, California",3310,410
6081607600,"Census Tract 6076, San Mateo County, California",3470,377
6081607701,"Census Tract 6077.01, San Mateo County, California",3681,374
6081607702,"Census Tract 6077.02, San Mateo County, California",2686,207
6081607800,"Census Tract 6078, San Mateo County, California",2550,456
6081607900,"Census Tract 6079, San Mateo County, California",2654,256
6081608001,"Census Tract 6080.01, San Mateo County, California",3194,357
6081608002,"Census Tract 6080.02, San Mateo County, California",3461,211
6081608004,"Census Tract 6080.04, San Mateo County, California",6339,403
6081608013,"Census Tract 6080.13, San Mateo County, California",3834,364
6081608023,"Census Tract 6080.23, San Mateo County, California",2339,159
6081608100,"Census Tract 6081, San Mateo County, California",3058,180
6081608200,"Census Tract 6082, San Mateo County, California",3340,256
6081608300,"Census Tract 6083, San Mateo County, California",3131,239
6081608400,"Census Tract 6084, San Mateo County, California",5200,651
6081608501,"Census Tract 6085.01, San Mateo County, California",4898,399
6081608502,"Census Tract 6085.02, San Mateo County, California",2578,260
6081608600,"Census Tract 6086, San Mateo County, California",3940,349
6081608700,"Census Tract 6087, San Mateo County, California",6250,292
6081608800,"Census Tract 6088, San Mateo County, California",5522,303
6081608900,"Census Tract 6089, San Mateo County, California",6345,346
6081609000,"Census Tract 6090, San Mateo County, California",2588,211
6081609100,"Census Tract 6091, San Mateo County, California",1559,252
6081609200,"Census Tract 6092, San Mateo County, California",7076,341
6081609300,"Census Tract 6093, San Mateo County, California",3276,168
6081609400,"Census Tract 6094, San Mateo County, California",2875,120
6081609500,"Census Tract 6095, San Mateo County, California",4653,248
6081609601,"Census Tract 6096.01, San Mateo County, California",2902,176
6081609602,"Census Tract 6096.02, San Mateo County, California",1622,100
6081609603,"Census Tract 6096.03, San Mateo County, California",5209,515
6081609700,"Census Tract 6097, San Mateo County, California",4885,315
6081609800,"Census Tract 6098, San Mateo County, California",4270,291
6081609900,"Census Tract 6099, San Mateo County, California",2923,262
6081610000,"Census Tract 6100, San Mateo County, California",4232,353
6081610100,"Census Tract 6101, San Mateo County, California",2410,259
6081610201,"Census Tract 6102.01, San Mateo County, California",5252,768
6081610202,"Census Tract 6102.02, San Mateo County, California",2014,247
6081610203,"Census Tract 6102.03, San Mateo County, California",3082,346
6081610302,"Census Tract 6103.02, San Mateo County, California",2189,378
6081610303,"Census Tract 6103.03, San Mateo County, California",6991,379
6081610304,"Census Tract 6103.04, San Mateo County, California",3965,213
6081610400,"Census Tract 6104, San Mateo County, California",4842,456
6081610500,"Census Tract 6105, San Mateo County, California",5579,604
6081610601,"Census Tract 6106.01, San Mateo County, California",5365,496
6081610602,"Census Tract 6106.02, San Mateo County, California",3505,349
6081610700,"Census Tract 6107, San Mateo County, California",5274,646
6081610800,"Census Tract 6108, San Mateo County, California",5111,1116
6081610900,"Census Tract 6109, San Mateo County, California",6076,745
6081611000,"Census Tract 6110, San Mateo County, California",5215,461
6081611100,"Census Tract 6111, San Mateo County, California",5627,277
6081611200,"Census Tract 6112, San Mateo County, California",2912,206
6081611300,"Census Tract 6113, San Mateo County, California",5041,487
6081611400,"Census Tract 6114, San Mateo County, California",4385,328
6081611500,"Census Tract 6115, San Mateo County, California",2844,323
6081611600,"Census Tract 6116, San Mateo County, California",2102,230
6081611700,"Census Tract 6117, San Mateo County, California",5006,558
6081611800,"Census Tract 6118, San Mateo County, California",5555,562
6081611900,"Census Tract 6119, San Mateo County, California",10904,939
6081612000,"Census Tract 6120, San Mateo County, California",8727,766
6081612100,"Census Tract 6121, San Mateo County, California",8312,1040
6081612200,"Census Tract 6122, San Mateo County, California",3741,215
6081612400,"Census Tract 6124, San Mateo County, California",2358,891
6081612500,"Census Tract 6125, San Mateo County, California",3798,299
6081612600,"Census Tract 6126, San Mateo County, California",3729,334
6081612700,"Census Tract 6127, San Mateo County, California",2095,176
6081612800,"Census Tract 6128, San Mateo County, California",3281,267
6081612900,"Census Tract 6129, San Mateo County, California",4646,294
6081613000,"Census Tract 6130, San Mateo County, California",3681,259
6081613200,"Census Tract 6132, San Mateo County, California",6597,409
6081613300,"Census Tract 6133, San Mateo County, California",2742,243
6081613400,"Census Tract 6134, San Mateo County, California",3345,317
6081613501,"Census Tract 6135.01, San Mateo County, California",4378,489
6081613502,"Census Tract 6135.02, San Mateo County, California",5589,414
6081613600,"Census Tract 6136, San Mateo County, California",6209,548
6081613700,"Census Tract 6137, San Mateo County, California",9952,644
6081613800,"Census Tract 6138, San Mateo County, California",4452,604
6083000101,"Census Tract 1.01, Santa Barbara County, California",7261,1386
6083000102,"Census Tract 1.02, Santa Barbara County, California",5138,565
6083000103,"Census Tract 1.03, Santa Barbara County, California",3393,364
6083000200,"Census Tract 2, Santa Barbara County, California",4012,233
6083000300,"Census Tract 3, Santa Barbara County, California",7470,847
6083000400,"Census Tract 4, Santa Barbara County, California",5453,1127
6083000501,"Census Tract 5.01, Santa Barbara County, California",3034,345
6083000502,"Census Tract 5.02, Santa Barbara County, California",5315,631
6083000600,"Census Tract 6, Santa Barbara County, California",4747,469
6083000700,"Census Tract 7, Santa Barbara County, California",6980,697
6083000801,"Census Tract 8.01, Santa Barbara County, California",3408,491
6083000802,"Census Tract 8.02, Santa Barbara County, California",6741,765
6083000900,"Census Tract 9, Santa Barbara County, California",2929,512
6083001000,"Census Tract 10, Santa Barbara County, California",5350,487
6083001101,"Census Tract 11.01, Santa Barbara County, California",4075,499
6083001102,"Census Tract 11.02, Santa Barbara County, California",4117,418
6083001202,"Census Tract 12.02, Santa Barbara County, California",4120,482
6083001203,"Census Tract 12.03, Santa Barbara County, California",2887,286
6083001204,"Census Tract 12.04, Santa Barbara County, California",4260,697
6083001301,"Census Tract 13.01, Santa Barbara County, California",3425,494
6083001302,"Census Tract 13.02, Santa Barbara County, California",7240,525
6083001400,"Census Tract 14, Santa Barbara County, California",2960,305
6083001500,"Census Tract 15, Santa Barbara County, California",3159,291
6083001601,"Census Tract 16.01, Santa Barbara County, California",5085,379
6083001602,"Census Tract 16.02, Santa Barbara County, California",5401,450
6083001701,"Census Tract 17.01, Santa Barbara County, California",4360,465
6083001702,"Census Tract 17.02, Santa Barbara County, California",2923,326
6083001800,"Census Tract 18, Santa Barbara County, California",1099,212
6083001901,"Census Tract 19.01, Santa Barbara County, California",6836,410
6083001903,"Census Tract 19.03, Santa Barbara County, California",5580,163
6083001905,"Census Tract 19.05, Santa Barbara County, California",3226,307
6083001906,"Census Tract 19.06, Santa Barbara County, California",5597,557
6083002005,"Census Tract 20.05, Santa Barbara County, California",4648,494
6083002006,"Census Tract 20.06, Santa Barbara County, California",2822,512
6083002007,"Census Tract 20.07, Santa Barbara County, California",8325,627
6083002008,"Census Tract 20.08, Santa Barbara County, California",5935,530
6083002009,"Census Tract 20.09, Santa Barbara County, California",3592,241
6083002010,"Census Tract 20.10, Santa Barbara County, California",4532,322
6083002011,"Census Tract 20.11, Santa Barbara County, California",5334,394
6083002012,"Census Tract 20.12, Santa Barbara County, California",3135,410
6083002013,"Census Tract 20.13, Santa Barbara County, California",2466,240
6083002101,"Census Tract 21.01, Santa Barbara County, California",3384,658
6083002102,"Census Tract 21.02, Santa Barbara County, California",1690,209
6083002103,"Census Tract 21.03, Santa Barbara County, California",4084,528
6083002205,"Census Tract 22.05, Santa Barbara County, California",4253,630
