Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
6075020100,"Census Tract 201, San Francisco County, California",624600,47603
6075020200,"Census Tract 202, San Francisco County, California",781400,105061
6075020300,"Census Tract 203, San Francisco County, California",808700,75419
6075020400,"Census Tract 204, San Francisco County, California",935000,73308
6075020500,"Census Tract 205, San Francisco County, California",972100,79304
6075020600,"Census Tract 206, San Francisco County, California","1,000,000+",***
6075020700,"Census Tract 207, San Francisco County, California","1,000,000+",***
6075020800,"Census Tract 208, San Francisco County, California",876800,40523
6075020900,"Census Tract 209, San Francisco County, California",991100,146308
6075021000,"Census Tract 210, San Francisco County, California",749000,178187
6075021100,"Census Tract 211, San Francisco County, California","1,000,000+",***
6075021200,"Census Tract 212, San Francisco County, California","1,000,000+",***
6075021300,"Census Tract 213, San Francisco County, California","1,000,000+",***
6075021400,"Census Tract 214, San Francisco County, California",993000,97084
6075021500,"Census Tract 215, San Francisco County, California",982700,80432
6075021600,"Census Tract 216, San Francisco County, California",859800,67243
6075021700,"Census Tract 217, San Francisco County, California",893400,83561
6075021800,"Census Tract 218, San Francisco County, California",934100,61089
6075022600,"Census Tract 226, San Francisco County, California",704800,62453
6075022701,"Census Tract 227.01, San Francisco County, California",958600,89714
6075022702,"Census Tract 227.02, San Francisco County, California","1,000,000+",***
6075022703,"Census Tract 227.03, San Francisco County, California",758000,83198
6075022801,"Census Tract 228.01, San Francisco County, California",706500,57324
6075022802,"Census Tract 228.02, San Francisco County, California",713300,109637
6075022803,"Census Tract 228.03, San Francisco County, California",623200,57733
6075022901,"Census Tract 229.01, San Francisco County, California",715300,88950
6075022902,"Census Tract 229.02, San Francisco County, California",622500,45889
6075022903,"Census Tract 229.03, San Francisco County, California",672300,49623
6075023001,"Census Tract 230.01, San Francisco County, California",584200,33329
6075023002,"Census Tract 230.02, San Francisco County, California",612700,60729
6075023003,"Census Tract 230.03, San Francisco County, California",612400,33149
6075023101,"Census Tract 231.01, San Francisco County, California",537000,195659
6075023102,"Census Tract 231.02, San Francisco County, California",512900,77252
6075023103,"Census Tract 231.03, San Francisco County, California",548100,89016
6075023200,"Census Tract 232, San Francisco County, California",550100,44426
6075023300,"Census Tract 233, San Francisco County, California",610200,19976
6075023400,"Census Tract 234, San Francisco County, California",595500,38987
6075025100,"Census Tract 251, San Francisco County, California",768500,70299
6075025200,"Census Tract 252, San Francisco County, California",736000,49981
6075025300,"Census Tract 253, San Francisco County, California",726500,64471
6075025401,"Census Tract 254.01, San Francisco County, California",778700,59068
6075025402,"Census Tract 254.02, San Francisco County, California",739400,51745
6075025403,"Census Tract 254.03, San Francisco County, California",761700,56573
6075025500,"Census Tract 255, San Francisco County, California",692300,33788
6075025600,"Census Tract 256, San Francisco County, California",626400,21735
6075025700,"Census Tract 257, San Francisco County, California",591300,36019
6075025800,"Census Tract 258, San Francisco County, California",600100,40718
6075025900,"Census Tract 259, San Francisco County, California",671900,38510
6075026001,"Census Tract 260.01, San Francisco County, California",655200,34576
6075026002,"Census Tract 260.02, San Francisco County, California",583900,53927
6075026003,"Census Tract 260.03, San Francisco County, California",634200,45147
6075026004,"Census Tract 260.04, San Francisco County, California",615500,26789
6075026100,"Census Tract 261, San Francisco County, California",642000,23067
6075026200,"Census Tract 262, San Francisco County, California",637100,38983
6075026301,"Census Tract 263.01, San Francisco County, California",597500,32625
6075026302,"Census Tract 263.02, San Francisco County, California",637300,25834
6075026303,"Census Tract 263.03, San Francisco County, California",624400,48522
6075026401,"Census Tract 264.01, San Francisco County, California",566100,35934
6075026402,"Census Tract 264.02, San Francisco County, California",576100,45370
6075026403,"Census Tract 264.03, San Francisco County, California",581000,34755
6075026404,"Census Tract 264.04, San Francisco County, California",562500,64131
6075030101,"Census Tract 301.01, San Francisco County, California",821000,77918
6075030102,"Census Tract 301.02, San Francisco County, California",949900,52026
6075030201,"Census Tract 302.01, San Francisco County, California",848400,59880
6075030202,"Census Tract 302.02, San Francisco County, California",818800,113809
6075030301,"Census Tract 303.01, San Francisco County, California",884200,63412
6075030302,"Census Tract 303.02, San Francisco County, California",878300,27023
6075030400,"Census Tract 304, San Francisco County, California","1,000,000+",***
6075030500,"Census Tract 305, San Francisco County, California",832100,27317
6075030600,"Census Tract 306, San Francisco County, California",976700,52614
6075030700,"Census Tract 307, San Francisco County, California",860400,24477
6075030800,"Census Tract 308, San Francisco County, California","1,000,000+",***
6075030900,"Census Tract 309, San Francisco County, California","1,000,000+",***
6075031000,"Census Tract 310, San Francisco County, California",830600,40683
6075031100,"Census Tract 311, San Francisco County, California",697600,33921
6075031200,"Census Tract 312, San Francisco County, California",644000,28674
6075031300,"Census Tract 313, San Francisco County, California",582600,28902
6075031400,"Census Tract 314, San Francisco County, California",610500,32145
6075032600,"Census Tract 326, San Francisco County, California",825300,37867
6075032700,"Census Tract 327, San Francisco County, California",822500,34951
6075032800,"Census Tract 328, San Francisco County, California",766800,41684
6075032900,"Census Tract 329, San Francisco County, California",713700,41013
6075033000,"Census Tract 330, San Francisco County, California",742100,43233
6075033100,"Census Tract 331, San Francisco County, California",937900,32734
6075033201,"Census Tract 332.01, San Francisco County, California",-,**
6075033202,"Census Tract 332.02, San Francisco County, California",-,**
6075035100,"Census Tract 351, San Francisco County, California",647500,31617
6075035201,"Census Tract 352.01, San Francisco County, California",656300,26358
6075035202,"Census Tract 352.02, San Francisco County, California",661700,31991
6075035300,"Census Tract 353, San Francisco County, California",691100,31950
6075035400,"Census Tract 354, San Francisco County, California",727900,59765
6075040100,"Census Tract 401, San Francisco County, California","1,000,000+",***
6075040200,"Census Tract 402, San Francisco County, California","1,000,000+",***
6075042600,"Census Tract 426, San Francisco County, California","1,000,000+",***
6075042700,"Census Tract 427, San Francisco County, California",961700,93846
6075042800,"Census Tract 428, San Francisco County, California","1,000,000+",***
6075045100,"Census Tract 451, San Francisco County, California",916700,117550
6075045200,"Census Tract 452, San Francisco County, California",902600,98387
6075047600,"Census Tract 476, San Francisco County, California",918600,54121
6075047701,"Census Tract 477.01, San Francisco County, California",849700,66625
6075047702,"Census Tract 477.02, San Francisco County, California",827400,56304
6075047800,"Census Tract 478, San Francisco County, California",873500,41846
6075047901,"Census Tract 479.01, San Francisco County, California",754400,64364
6075047902,"Census Tract 479.02, San Francisco County, California",742700,77617
6075060100,"Census Tract 601, San Francisco County, California",-,**
6075060200,"Census Tract 602, San Francisco County, California",786300,572678
6075060300,"Census Tract 603, San Francisco County, California","1,000,000+",***
6075060400,"Census Tract 604, San Francisco County, California",656900,33241
6075060501,"Census Tract 605.01, San Francisco County, California",601100,50798
6075060502,"Census Tract 605.02, San Francisco County, California",555400,87141
6075060600,"Census Tract 606, San Francisco County, California",477100,254531
6075060700,"Census Tract 607, San Francisco County, California",831600,74418
6075060900,"Census Tract 609, San Francisco County, California",694400,135484
6075061000,"Census Tract 610, San Francisco County, California",620200,46642
