Id2,Geography,All families - Total; Estimate; Families,All families - Total; Margin of Error; Families,All families - Percent  below poverty level; Estimate; Families,All families - Percent  below poverty level; Margin of Error; Families
6085503802,"Census Tract 5038.02, Santa Clara County, California",1807,135,6.1,4.4
6085503803,"Census Tract 5038.03, Santa Clara County, California",1085,100,3.4,3.5
6085503804,"Census Tract 5038.04, Santa Clara County, California",1165,124,5.6,5.3
6085503900,"Census Tract 5039, Santa Clara County, California",1634,152,8,5
6085504001,"Census Tract 5040.01, Santa Clara County, California",1204,119,4.8,3.2
6085504002,"Census Tract 5040.02, Santa Clara County, California",860,107,11.5,8.2
6085504101,"Census Tract 5041.01, Santa Clara County, California",739,95,9.1,7.1
6085504102,"Census Tract 5041.02, Santa Clara County, California",1079,96,8,5.7
6085504201,"Census Tract 5042.01, Santa Clara County, California",1188,100,2.1,1.9
6085504202,"Census Tract 5042.02, Santa Clara County, California",1154,121,7,5.3
6085504307,"Census Tract 5043.07, Santa Clara County, California",1292,104,4.7,4.1
6085504308,"Census Tract 5043.08, Santa Clara County, California",1175,93,4.1,3.7
6085504310,"Census Tract 5043.10, Santa Clara County, California",2563,223,0.9,1.1
6085504311,"Census Tract 5043.11, Santa Clara County, California",1873,118,0.7,1.2
6085504314,"Census Tract 5043.14, Santa Clara County, California",1117,81,3.9,3.7
6085504315,"Census Tract 5043.15, Santa Clara County, California",1587,143,9.4,6.5
6085504316,"Census Tract 5043.16, Santa Clara County, California",1149,97,8.7,7.5
6085504317,"Census Tract 5043.17, Santa Clara County, California",1126,83,0.8,1.5
6085504318,"Census Tract 5043.18, Santa Clara County, California",1049,115,5.1,3.9
6085504319,"Census Tract 5043.19, Santa Clara County, California",1621,92,4.4,2.4
6085504320,"Census Tract 5043.20, Santa Clara County, California",728,56,8.2,6.7
6085504321,"Census Tract 5043.21, Santa Clara County, California",1228,118,14.5,7.8
6085504410,"Census Tract 5044.10, Santa Clara County, California",1014,89,3.8,3.3
6085504411,"Census Tract 5044.11, Santa Clara County, California",1316,92,6.7,5
6085504412,"Census Tract 5044.12, Santa Clara County, California",998,91,10.6,9.3
6085504413,"Census Tract 5044.13, Santa Clara County, California",501,48,6,5.4
6085504414,"Census Tract 5044.14, Santa Clara County, California",1255,75,5.8,3.9
6085504415,"Census Tract 5044.15, Santa Clara County, California",1342,108,8.1,6
6085504416,"Census Tract 5044.16, Santa Clara County, California",978,96,0,4
6085504417,"Census Tract 5044.17, Santa Clara County, California",654,77,3.1,3.8
6085504418,"Census Tract 5044.18, Santa Clara County, California",897,137,6.5,6.3
6085504420,"Census Tract 5044.20, Santa Clara County, California",1152,82,1.1,1.7
6085504421,"Census Tract 5044.21, Santa Clara County, California",1133,76,3.8,4.5
6085504422,"Census Tract 5044.22, Santa Clara County, California",1067,78,5.2,4.5
6085504504,"Census Tract 5045.04, Santa Clara County, California",1319,150,5.7,3.6
6085504505,"Census Tract 5045.05, Santa Clara County, California",912,93,2.5,4
6085504506,"Census Tract 5045.06, Santa Clara County, California",1337,167,3.4,2.8
6085504507,"Census Tract 5045.07, Santa Clara County, California",1397,109,6.3,5.1
6085504601,"Census Tract 5046.01, Santa Clara County, California",298,74,4,6.9
6085504602,"Census Tract 5046.02, Santa Clara County, California",543,86,25.8,22.4
6085504700,"Census Tract 5047, Santa Clara County, California",47,48,0,48
6085504802,"Census Tract 5048.02, Santa Clara County, California",1113,123,6.1,5.3
6085504803,"Census Tract 5048.03, Santa Clara County, California",1407,146,4.8,3.8
6085504805,"Census Tract 5048.05, Santa Clara County, California",1341,146,2.5,3.1
6085504806,"Census Tract 5048.06, Santa Clara County, California",588,61,2.6,3.8
6085504901,"Census Tract 5049.01, Santa Clara County, California",1973,149,7.6,5
6085505001,"Census Tract 5050.01, Santa Clara County, California",1957,188,4.1,3.1
6085505005,"Census Tract 5050.05, Santa Clara County, California",2640,276,4.9,3.4
6085505006,"Census Tract 5050.06, Santa Clara County, California",979,154,2.9,3.2
6085505007,"Census Tract 5050.07, Santa Clara County, California",736,91,13.5,9.4
6085505100,"Census Tract 5051, Santa Clara County, California",613,106,0,6.3
6085505202,"Census Tract 5052.02, Santa Clara County, California",1213,176,7.5,7.1
6085505203,"Census Tract 5052.03, Santa Clara County, California",506,100,0,7.6
6085505301,"Census Tract 5053.01, Santa Clara County, California",1003,79,15.3,8
6085505302,"Census Tract 5053.02, Santa Clara County, California",912,114,1.1,1.7
6085505303,"Census Tract 5053.03, Santa Clara County, California",1319,202,14.4,7.7
6085505304,"Census Tract 5053.04, Santa Clara County, California",768,84,6.6,7.5
6085505305,"Census Tract 5053.05, Santa Clara County, California",1429,153,16.7,7.6
6085505401,"Census Tract 5054.01, Santa Clara County, California",1508,207,8.1,4.9
6085505402,"Census Tract 5054.02, Santa Clara County, California",775,122,5.2,4.3
6085505403,"Census Tract 5054.03, Santa Clara County, California",1428,206,2.5,3
6085505500,"Census Tract 5055, Santa Clara County, California",911,126,0.9,1.4
6085505600,"Census Tract 5056, Santa Clara County, California",426,105,2.6,4.3
6085505700,"Census Tract 5057, Santa Clara County, California",914,145,4,3.4
6085505800,"Census Tract 5058, Santa Clara County, California",1032,121,5.2,4.1
6085505900,"Census Tract 5059, Santa Clara County, California",1585,189,2.5,2.4
6085506000,"Census Tract 5060, Santa Clara County, California",1267,156,3.3,4.2
6085506101,"Census Tract 5061.01, Santa Clara County, California",1229,99,3.2,3.4
6085506102,"Census Tract 5061.02, Santa Clara County, California",1014,109,3.2,3.4
6085506103,"Census Tract 5061.03, Santa Clara County, California",1261,82,2.1,2.5
6085506202,"Census Tract 5062.02, Santa Clara County, California",1926,166,2.4,2.3
6085506203,"Census Tract 5062.03, Santa Clara County, California",1423,189,6.7,7
6085506204,"Census Tract 5062.04, Santa Clara County, California",1551,165,3.7,3
6085506301,"Census Tract 5063.01, Santa Clara County, California",1159,173,4.1,4.8
6085506302,"Census Tract 5063.02, Santa Clara County, California",1646,172,9.7,7
6085506304,"Census Tract 5063.04, Santa Clara County, California",1092,167,13.6,8.4
6085506305,"Census Tract 5063.05, Santa Clara County, California",1656,239,13.7,7.6
6085506401,"Census Tract 5064.01, Santa Clara County, California",953,128,7.1,6.1
6085506402,"Census Tract 5064.02, Santa Clara County, California",1172,148,12.5,8.3
6085506501,"Census Tract 5065.01, Santa Clara County, California",1590,180,11.8,5
6085506502,"Census Tract 5065.02, Santa Clara County, California",923,135,5.6,4.3
6085506503,"Census Tract 5065.03, Santa Clara County, California",1311,202,9.6,6.7
6085506601,"Census Tract 5066.01, Santa Clara County, California",1115,137,4.1,5.2
6085506603,"Census Tract 5066.03, Santa Clara County, California",1098,88,1.9,2.1
6085506604,"Census Tract 5066.04, Santa Clara County, California",1988,126,2,2.3
6085506605,"Census Tract 5066.05, Santa Clara County, California",942,110,2.2,2.8
6085506606,"Census Tract 5066.06, Santa Clara County, California",1050,127,9.2,6.2
6085506701,"Census Tract 5067.01, Santa Clara County, California",1022,93,7.3,5.1
6085506702,"Census Tract 5067.02, Santa Clara County, California",1293,140,4.6,5.4
6085506703,"Census Tract 5067.03, Santa Clara County, California",953,98,8.2,7.4
6085506801,"Census Tract 5068.01, Santa Clara County, California",1245,135,1.1,1.7
6085506802,"Census Tract 5068.02, Santa Clara County, California",1504,113,5.2,4.2
6085506803,"Census Tract 5068.03, Santa Clara County, California",1915,155,4.1,3.8
6085506804,"Census Tract 5068.04, Santa Clara County, California",1014,73,0.2,0.7
6085506900,"Census Tract 5069, Santa Clara County, California",2118,138,3.6,3.4
6085507001,"Census Tract 5070.01, Santa Clara County, California",1917,179,1,1.1
6085507002,"Census Tract 5070.02, Santa Clara County, California",765,92,1,1.6
6085507100,"Census Tract 5071, Santa Clara County, California",575,90,0,6.7
6085507203,"Census Tract 5072.03, Santa Clara County, California",561,70,3.2,4.4
6085507205,"Census Tract 5072.05, Santa Clara County, California",1217,96,3.9,3.4
6085507206,"Census Tract 5072.06, Santa Clara County, California",804,121,3.1,3.7
6085507301,"Census Tract 5073.01, Santa Clara County, California",1967,115,4.9,3.3
6085507302,"Census Tract 5073.02, Santa Clara County, California",707,67,0,5.5
6085507401,"Census Tract 5074.01, Santa Clara County, California",1528,96,1.5,1.6
6085507402,"Census Tract 5074.02, Santa Clara County, California",982,85,0,4
6085507500,"Census Tract 5075, Santa Clara County, California",1690,107,3.3,2.7
6085507600,"Census Tract 5076, Santa Clara County, California",1748,112,1.5,1.7
6085507701,"Census Tract 5077.01, Santa Clara County, California",1094,84,3.7,3.5
6085507702,"Census Tract 5077.02, Santa Clara County, California",1713,112,1.3,1.4
6085507703,"Census Tract 5077.03, Santa Clara County, California",1794,133,0,2.2
6085507805,"Census Tract 5078.05, Santa Clara County, California",1164,113,4.9,3.7
6085507806,"Census Tract 5078.06, Santa Clara County, California",1423,131,6.5,4.5
6085507807,"Census Tract 5078.07, Santa Clara County, California",854,61,4.1,4.1
6085507808,"Census Tract 5078.08, Santa Clara County, California",1405,95,3.1,3.7
6085507903,"Census Tract 5079.03, Santa Clara County, California",1402,89,4.2,2.8
6085507904,"Census Tract 5079.04, Santa Clara County, California",954,71,0,4.1
6085507905,"Census Tract 5079.05, Santa Clara County, California",1552,151,2.3,2.6
6085507906,"Census Tract 5079.06, Santa Clara County, California",1195,85,1.8,1.4
6085508001,"Census Tract 5080.01, Santa Clara County, California",1674,147,2.2,1.6
6085508002,"Census Tract 5080.02, Santa Clara County, California",2121,155,4.5,3.1
6085508101,"Census Tract 5081.01, Santa Clara County, California",1589,147,1.5,1.7
6085508102,"Census Tract 5081.02, Santa Clara County, California",807,101,0,4.8
6085508202,"Census Tract 5082.02, Santa Clara County, California",1934,167,3.3,3.6
6085508203,"Census Tract 5082.03, Santa Clara County, California",1360,91,0.7,1.1
6085508204,"Census Tract 5082.04, Santa Clara County, California",1134,98,4,3.8
6085508301,"Census Tract 5083.01, Santa Clara County, California",1051,90,3.2,2.8
6085508303,"Census Tract 5083.03, Santa Clara County, California",708,63,0.4,1.3
6085508304,"Census Tract 5083.04, Santa Clara County, California",1719,226,6.1,3.6
6085508401,"Census Tract 5084.01, Santa Clara County, California",1676,140,2.2,2.4
6085508403,"Census Tract 5084.03, Santa Clara County, California",760,52,0,5.1
6085508404,"Census Tract 5084.04, Santa Clara County, California",1470,151,1,1.5
6085508503,"Census Tract 5085.03, Santa Clara County, California",1329,190,6.8,7.2
6085508504,"Census Tract 5085.04, Santa Clara County, California",1765,191,7,4.4
6085508505,"Census Tract 5085.05, Santa Clara County, California",1212,105,3.2,3.2
6085508506,"Census Tract 5085.06, Santa Clara County, California",1984,200,4.1,4
6085508601,"Census Tract 5086.01, Santa Clara County, California",882,86,5.8,4.9
6085508602,"Census Tract 5086.02, Santa Clara County, California",811,110,3.5,5.5
6085508703,"Census Tract 5087.03, Santa Clara County, California",1753,183,5.2,5.3
6085508704,"Census Tract 5087.04, Santa Clara County, California",1093,146,6.9,5
6085508800,"Census Tract 5088, Santa Clara County, California",726,105,1.5,2.5
6085508900,"Census Tract 5089, Santa Clara County, California",1077,134,10,5.8
6085509000,"Census Tract 5090, Santa Clara County, California",1757,151,10,6.1
6085509102,"Census Tract 5091.02, Santa Clara County, California",1106,161,1,1.6
6085509105,"Census Tract 5091.05, Santa Clara County, California",1106,155,0,3.5
6085509106,"Census Tract 5091.06, Santa Clara County, California",974,101,0,4
6085509107,"Census Tract 5091.07, Santa Clara County, California",1272,145,4.9,4.6
6085509108,"Census Tract 5091.08, Santa Clara County, California",942,120,2.7,2.5
6085509109,"Census Tract 5091.09, Santa Clara County, California",1017,143,2,2.2
6085509201,"Census Tract 5092.01, Santa Clara County, California",904,160,6,5.4
6085509202,"Census Tract 5092.02, Santa Clara County, California",924,95,6.4,6.1
6085509302,"Census Tract 5093.02, Santa Clara County, California",611,101,0,6.3
6085509303,"Census Tract 5093.03, Santa Clara County, California",657,98,4.6,4.7
6085509304,"Census Tract 5093.04, Santa Clara County, California",499,85,6.4,5.3
6085509401,"Census Tract 5094.01, Santa Clara County, California",543,114,4.6,5.5
6085509403,"Census Tract 5094.03, Santa Clara County, California",1204,143,10.3,8.1
6085509404,"Census Tract 5094.04, Santa Clara County, California",1400,201,1.9,2.2
6085509500,"Census Tract 5095, Santa Clara County, California",1221,185,3.1,4.5
6085509600,"Census Tract 5096, Santa Clara County, California",660,116,1.4,2.1
6085509700,"Census Tract 5097, Santa Clara County, California",629,94,3.3,3.6
6085509801,"Census Tract 5098.01, Santa Clara County, California",1359,148,3.4,2.7
6085509802,"Census Tract 5098.02, Santa Clara County, California",671,75,11.8,8.5
6085509901,"Census Tract 5099.01, Santa Clara County, California",484,58,0,7.9
6085509902,"Census Tract 5099.02, Santa Clara County, California",1202,92,2,2.2
6085510001,"Census Tract 5100.01, Santa Clara County, California",1652,104,1.6,1.7
6085510002,"Census Tract 5100.02, Santa Clara County, California",1019,69,1.4,1.9
6085510100,"Census Tract 5101, Santa Clara County, California",865,59,1.4,2.3
6085510200,"Census Tract 5102, Santa Clara County, California",1199,73,2.9,3.1
6085510300,"Census Tract 5103, Santa Clara County, California",1027,85,2.2,2.4
6085510400,"Census Tract 5104, Santa Clara County, California",866,88,1.4,2.2
6085510500,"Census Tract 5105, Santa Clara County, California",1223,100,2.5,2.2
6085510600,"Census Tract 5106, Santa Clara County, California",1522,150,6.6,5.1
6085510700,"Census Tract 5107, Santa Clara County, California",887,117,5.7,5.6
6085510801,"Census Tract 5108.01, Santa Clara County, California",1347,86,0,2.9
6085510802,"Census Tract 5108.02, Santa Clara County, California",484,64,15.7,7.7
6085510803,"Census Tract 5108.03, Santa Clara County, California",590,71,5.3,3.9
6085510900,"Census Tract 5109, Santa Clara County, California",1240,97,1.9,2.1
6085511000,"Census Tract 5110, Santa Clara County, California",1482,130,4.9,3.5
6085511100,"Census Tract 5111, Santa Clara County, California",1341,80,1.4,1.6
6085511200,"Census Tract 5112, Santa Clara County, California",1244,83,1.6,1.9
6085511300,"Census Tract 5113, Santa Clara County, California",1366,152,3.4,2.6
6085511400,"Census Tract 5114, Santa Clara County, California",876,81,3.8,4.8
6085511500,"Census Tract 5115, Santa Clara County, California",1513,133,0,2.6
6085511604,"Census Tract 5116.04, Santa Clara County, California",659,108,1.1,1.7
6085511605,"Census Tract 5116.05, Santa Clara County, California",14,15,0,87.9
