Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
6075011000,"Census Tract 110, San Francisco County, California",2461,137,209,87,2252,162
6075011100,"Census Tract 111, San Francisco County, California",2675,170,250,116,2425,202
6075011200,"Census Tract 112, San Francisco County, California",1770,195,465,106,1305,189
6075011300,"Census Tract 113, San Francisco County, California",1478,86,187,64,1291,96
6075011400,"Census Tract 114, San Francisco County, California",1479,90,40,39,1439,97
6075011500,"Census Tract 115, San Francisco County, California",511,71,8,14,503,74
6075011700,"Census Tract 117, San Francisco County, California",928,97,25,24,903,94
6075011800,"Census Tract 118, San Francisco County, California",615,75,28,26,587,76
6075011900,"Census Tract 119, San Francisco County, California",2896,183,467,146,2429,198
6075012000,"Census Tract 120, San Francisco County, California",2226,182,24,28,2202,181
6075012100,"Census Tract 121, San Francisco County, California",1832,148,63,39,1769,157
6075012200,"Census Tract 122, San Francisco County, California",3791,198,127,60,3664,197
6075012300,"Census Tract 123, San Francisco County, California",2994,212,23,26,2971,214
6075012400,"Census Tract 124, San Francisco County, California",3973,233,36,28,3937,236
6075012500,"Census Tract 125, San Francisco County, California",3988,259,47,41,3941,258
6075012600,"Census Tract 126, San Francisco County, California",2925,234,558,130,2367,242
6075012700,"Census Tract 127, San Francisco County, California",2050,177,697,164,1353,222
6075012800,"Census Tract 128, San Francisco County, California",2241,224,808,182,1433,244
6075012900,"Census Tract 129, San Francisco County, California",3410,188,643,154,2767,197
6075013000,"Census Tract 130, San Francisco County, California",2387,149,555,152,1832,186
6075013100,"Census Tract 131, San Francisco County, California",4065,155,714,131,3351,190
6075013200,"Census Tract 132, San Francisco County, California",2495,132,1059,164,1436,175
6075013300,"Census Tract 133, San Francisco County, California",1640,156,976,137,664,146
6075013400,"Census Tract 134, San Francisco County, California",1840,245,639,137,1201,271
6075013500,"Census Tract 135, San Francisco County, California",1774,91,475,99,1299,117
6075015100,"Census Tract 151, San Francisco County, California",1469,104,457,119,1012,133
6075015200,"Census Tract 152, San Francisco County, California",2482,146,643,149,1839,195
6075015300,"Census Tract 153, San Francisco County, California",951,88,356,74,595,104
6075015400,"Census Tract 154, San Francisco County, California",2938,99,954,164,1984,177
6075015500,"Census Tract 155, San Francisco County, California",2116,154,266,102,1850,160
6075015600,"Census Tract 156, San Francisco County, California",1208,79,440,97,768,105
6075015700,"Census Tract 157, San Francisco County, California",2276,183,729,144,1547,179
6075015800,"Census Tract 158, San Francisco County, California",3037,188,781,175,2256,214
6075015900,"Census Tract 159, San Francisco County, California",2030,136,496,120,1534,163
6075016000,"Census Tract 160, San Francisco County, California",1421,76,505,106,916,110
6075016100,"Census Tract 161, San Francisco County, California",2714,181,262,106,2452,191
6075016200,"Census Tract 162, San Francisco County, California",1347,112,120,74,1227,122
6075016300,"Census Tract 163, San Francisco County, California",1817,167,418,113,1399,175
6075016400,"Census Tract 164, San Francisco County, California",1845,131,301,94,1544,131
6075016500,"Census Tract 165, San Francisco County, California",2253,177,644,137,1609,194
6075016600,"Census Tract 166, San Francisco County, California",2438,156,536,142,1902,214
6075016700,"Census Tract 167, San Francisco County, California",2254,159,563,127,1691,207
6075016800,"Census Tract 168, San Francisco County, California",3097,244,588,159,2509,291
6075016900,"Census Tract 169, San Francisco County, California",1778,72,420,103,1358,121
6075017000,"Census Tract 170, San Francisco County, California",2105,164,946,161,1159,166
6075017100,"Census Tract 171, San Francisco County, California",3428,168,1328,170,2100,190
6075017601,"Census Tract 176.01, San Francisco County, California",2716,224,155,74,2561,226
6075017602,"Census Tract 176.02, San Francisco County, California",694,121,194,76,500,100
6075017700,"Census Tract 177, San Francisco County, California",689,70,136,69,553,92
6075017800,"Census Tract 178, San Francisco County, California",3480,197,892,175,2588,234
6075017901,"Census Tract 179.01, San Francisco County, California",4074,235,1821,206,2253,214
6075017902,"Census Tract 179.02, San Francisco County, California",643,71,11,18,632,70
6075018000,"Census Tract 180, San Francisco County, California",1023,53,439,86,584,83
6075020100,"Census Tract 201, San Francisco County, California",2443,163,530,143,1913,208
6075020200,"Census Tract 202, San Francisco County, California",2764,187,478,137,2286,212
6075020300,"Census Tract 203, San Francisco County, California",1625,118,585,150,1040,162
6075020400,"Census Tract 204, San Francisco County, California",4105,188,1206,151,2899,256
6075020500,"Census Tract 205, San Francisco County, California",1437,85,508,104,929,126
6075020600,"Census Tract 206, San Francisco County, California",2762,146,1097,180,1665,190
6075020700,"Census Tract 207, San Francisco County, California",3002,102,863,220,2139,230
6075020800,"Census Tract 208, San Francisco County, California",2485,119,477,143,2008,169
6075020900,"Census Tract 209, San Francisco County, California",1844,84,153,78,1691,130
6075021000,"Census Tract 210, San Francisco County, California",2030,122,582,135,1448,167
6075021100,"Census Tract 211, San Francisco County, California",2181,52,1040,206,1141,209
6075021200,"Census Tract 212, San Francisco County, California",1374,123,853,129,521,139
6075021300,"Census Tract 213, San Francisco County, California",1343,44,752,111,591,115
6075021400,"Census Tract 214, San Francisco County, California",1800,82,646,125,1154,118
6075021500,"Census Tract 215, San Francisco County, California",2365,176,973,151,1392,205
6075021600,"Census Tract 216, San Francisco County, California",2304,127,1453,163,851,159
6075021700,"Census Tract 217, San Francisco County, California",1898,123,1276,142,622,122
6075021800,"Census Tract 218, San Francisco County, California",1909,87,1310,137,599,128
6075022600,"Census Tract 226, San Francisco County, California",772,51,479,100,293,99
6075022701,"Census Tract 227.01, San Francisco County, California",1490,95,714,132,776,136
6075022702,"Census Tract 227.02, San Francisco County, California",1074,78,478,109,596,113
6075022703,"Census Tract 227.03, San Francisco County, California",2477,146,950,159,1527,199
6075022801,"Census Tract 228.01, San Francisco County, California",1507,105,498,98,1009,132
6075022802,"Census Tract 228.02, San Francisco County, California",627,49,154,72,473,83
6075022803,"Census Tract 228.03, San Francisco County, California",1491,85,484,94,1007,118
6075022901,"Census Tract 229.01, San Francisco County, California",1363,85,536,111,827,109
6075022902,"Census Tract 229.02, San Francisco County, California",828,52,353,109,475,100
6075022903,"Census Tract 229.03, San Francisco County, California",1118,80,500,108,618,109
6075023001,"Census Tract 230.01, San Francisco County, California",1269,95,832,112,437,140
6075023002,"Census Tract 230.02, San Francisco County, California",676,77,260,81,416,88
6075023003,"Census Tract 230.03, San Francisco County, California",1036,106,728,102,308,91
6075023101,"Census Tract 231.01, San Francisco County, California",361,51,276,58,85,39
6075023102,"Census Tract 231.02, San Francisco County, California",1084,107,384,83,700,138
6075023103,"Census Tract 231.03, San Francisco County, California",1225,104,227,97,998,134
6075023200,"Census Tract 232, San Francisco County, California",1236,94,702,125,534,145
6075023300,"Census Tract 233, San Francisco County, California",516,47,325,81,191,75
6075023400,"Census Tract 234, San Francisco County, California",910,71,433,93,477,86
6075025100,"Census Tract 251, San Francisco County, California",1343,78,859,88,484,97
6075025200,"Census Tract 252, San Francisco County, California",2202,132,1471,172,731,166
6075025300,"Census Tract 253, San Francisco County, California",1800,95,853,117,947,112
6075025401,"Census Tract 254.01, San Francisco County, California",1340,78,549,122,791,122
6075025402,"Census Tract 254.02, San Francisco County, California",1105,74,885,108,220,93
6075025403,"Census Tract 254.03, San Francisco County, California",1378,90,670,117,708,112
6075025500,"Census Tract 255, San Francisco County, California",2286,99,1523,166,763,152
6075025600,"Census Tract 256, San Francisco County, California",1431,75,1161,103,270,93
6075025700,"Census Tract 257, San Francisco County, California",2297,136,1450,163,847,175
6075025800,"Census Tract 258, San Francisco County, California",579,58,385,65,194,77
6075025900,"Census Tract 259, San Francisco County, California",1253,96,978,104,275,95
6075026001,"Census Tract 260.01, San Francisco County, California",1350,91,788,116,562,122
6075026002,"Census Tract 260.02, San Francisco County, California",927,75,755,118,172,106
6075026003,"Census Tract 260.03, San Francisco County, California",1201,82,933,112,268,106
6075026004,"Census Tract 260.04, San Francisco County, California",1054,63,840,93,214,72
6075026100,"Census Tract 261, San Francisco County, California",1564,74,983,104,581,104
6075026200,"Census Tract 262, San Francisco County, California",1581,108,945,126,636,134
6075026301,"Census Tract 263.01, San Francisco County, California",954,112,569,110,385,107
6075026302,"Census Tract 263.02, San Francisco County, California",1302,60,938,112,364,107
6075026303,"Census Tract 263.03, San Francisco County, California",1131,88,788,112,343,94
6075026401,"Census Tract 264.01, San Francisco County, California",955,45,588,97,367,90
6075026402,"Census Tract 264.02, San Francisco County, California",982,71,786,95,196,93
6075026403,"Census Tract 264.03, San Francisco County, California",964,84,512,97,452,120
6075026404,"Census Tract 264.04, San Francisco County, California",664,44,425,111,239,94
6075030101,"Census Tract 301.01, San Francisco County, California",1924,147,462,94,1462,152
6075030102,"Census Tract 301.02, San Francisco County, California",2269,157,1126,128,1143,177
6075030201,"Census Tract 302.01, San Francisco County, California",1864,79,468,96,1396,114
6075030202,"Census Tract 302.02, San Francisco County, California",1956,137,464,137,1492,171
6075030301,"Census Tract 303.01, San Francisco County, California",2351,132,1157,153,1194,174
6075030302,"Census Tract 303.02, San Francisco County, California",1226,86,993,113,233,88
6075030400,"Census Tract 304, San Francisco County, California",1868,92,1591,110,277,93
6075030500,"Census Tract 305, San Francisco County, California",1003,63,793,101,210,84
6075030600,"Census Tract 306, San Francisco County, California",800,72,703,85,97,70
6075030700,"Census Tract 307, San Francisco County, California",2644,100,2414,136,230,108
6075030800,"Census Tract 308, San Francisco County, California",2082,106,1606,141,476,109
6075030900,"Census Tract 309, San Francisco County, California",2302,85,2000,126,302,117
6075031000,"Census Tract 310, San Francisco County, California",1230,90,1031,111,199,63
6075031100,"Census Tract 311, San Francisco County, California",2493,96,1756,210,737,184
6075031200,"Census Tract 312, San Francisco County, California",2198,155,1513,216,685,206
6075031300,"Census Tract 313, San Francisco County, California",2693,157,1960,212,733,193
6075031400,"Census Tract 314, San Francisco County, California",1698,94,1231,148,467,137
6075032600,"Census Tract 326, San Francisco County, California",3094,149,1283,157,1811,208
6075032700,"Census Tract 327, San Francisco County, California",2295,104,1340,157,955,163
6075032800,"Census Tract 328, San Francisco County, California",2637,167,1758,226,879,185
6075032900,"Census Tract 329, San Francisco County, California",2851,97,2014,213,837,211
6075033000,"Census Tract 330, San Francisco County, California",2590,118,1893,196,697,157
