Id2,Geography,Total; Estimate; Population for whom poverty status is determined,Total; Margin of Error; Population for whom poverty status is determined,Number Bbelow poverty level; Estimate; Population for whom poverty status is determined,Number below poverty level; Margin of Error; Population for whom poverty status is determined,Percent below poverty level; Estimate; Population for whom poverty status is determined,Percent below poverty level; Margin of Error; Population for whom poverty status is determined
6085503804,"Census Tract 5038.04, Santa Clara County, California",5810,432,576,244,9.9,4.2
6085503902,"Census Tract 5039.02, Santa Clara County, California",5800,449,632,351,10.9,5.9
6085503903,"Census Tract 5039.03, Santa Clara County, California",3512,301,251,104,7.1,3
6085504001,"Census Tract 5040.01, Santa Clara County, California",6575,495,905,418,13.8,6
6085504002,"Census Tract 5040.02, Santa Clara County, California",6614,579,761,340,11.5,5.4
6085504101,"Census Tract 5041.01, Santa Clara County, California",4842,409,805,215,16.6,4.2
6085504102,"Census Tract 5041.02, Santa Clara County, California",6028,499,572,310,9.5,4.9
6085504201,"Census Tract 5042.01, Santa Clara County, California",5335,537,332,157,6.2,2.8
6085504202,"Census Tract 5042.02, Santa Clara County, California",4841,406,98,62,2,1.3
6085504307,"Census Tract 5043.07, Santa Clara County, California",5450,335,369,190,6.8,3.6
6085504308,"Census Tract 5043.08, Santa Clara County, California",4378,225,442,171,10.1,3.9
6085504311,"Census Tract 5043.11, Santa Clara County, California",7071,547,351,203,5,3
6085504314,"Census Tract 5043.14, Santa Clara County, California",5110,414,594,447,11.6,8.3
6085504315,"Census Tract 5043.15, Santa Clara County, California",6475,352,291,124,4.5,1.9
6085504316,"Census Tract 5043.16, Santa Clara County, California",5192,346,346,191,6.7,3.7
6085504317,"Census Tract 5043.17, Santa Clara County, California",4960,521,165,108,3.3,2.2
6085504318,"Census Tract 5043.18, Santa Clara County, California",5476,474,773,270,14.1,5
6085504319,"Census Tract 5043.19, Santa Clara County, California",7437,628,631,285,8.5,3.9
6085504320,"Census Tract 5043.20, Santa Clara County, California",2969,212,144,60,4.9,2.1
6085504321,"Census Tract 5043.21, Santa Clara County, California",5556,271,379,174,6.8,3.1
6085504322,"Census Tract 5043.22, Santa Clara County, California",5470,438,510,355,9.3,6.3
6085504323,"Census Tract 5043.23, Santa Clara County, California",6230,429,643,273,10.3,4.1
6085504410,"Census Tract 5044.10, Santa Clara County, California",4484,374,591,371,13.2,8.2
6085504411,"Census Tract 5044.11, Santa Clara County, California",5553,367,202,121,3.6,2.2
6085504412,"Census Tract 5044.12, Santa Clara County, California",5103,319,140,94,2.7,1.9
6085504413,"Census Tract 5044.13, Santa Clara County, California",1851,120,145,74,7.8,3.9
6085504414,"Census Tract 5044.14, Santa Clara County, California",5514,434,378,195,6.9,3.5
6085504415,"Census Tract 5044.15, Santa Clara County, California",5788,324,615,454,10.6,7.6
6085504416,"Census Tract 5044.16, Santa Clara County, California",3746,257,220,140,5.9,3.8
6085504417,"Census Tract 5044.17, Santa Clara County, California",385,177,124,163,32.2,31.1
6085504418,"Census Tract 5044.18, Santa Clara County, California",5427,340,729,340,13.4,6.2
6085504420,"Census Tract 5044.20, Santa Clara County, California",4646,290,328,191,7.1,4
6085504421,"Census Tract 5044.21, Santa Clara County, California",5377,376,277,179,5.2,3.3
6085504422,"Census Tract 5044.22, Santa Clara County, California",3867,237,274,93,7.1,2.3
6085504423,"Census Tract 5044.23, Santa Clara County, California",2636,173,151,98,5.7,3.6
6085504504,"Census Tract 5045.04, Santa Clara County, California",7433,686,811,520,10.9,6.7
6085504505,"Census Tract 5045.05, Santa Clara County, California",7849,481,389,157,5,2
6085504506,"Census Tract 5045.06, Santa Clara County, California",7081,592,1024,564,14.5,7.8
6085504507,"Census Tract 5045.07, Santa Clara County, California",6387,392,609,203,9.5,3.2
6085504601,"Census Tract 5046.01, Santa Clara County, California",905,78,128,49,14.1,5.4
6085504602,"Census Tract 5046.02, Santa Clara County, California",2170,320,103,77,4.7,3.5
6085504700,"Census Tract 5047, Santa Clara County, California",735,207,27,44,3.7,6
6085504802,"Census Tract 5048.02, Santa Clara County, California",5572,342,388,271,7,4.7
6085504803,"Census Tract 5048.03, Santa Clara County, California",6086,458,264,154,4.3,2.5
6085504805,"Census Tract 5048.05, Santa Clara County, California",7152,786,1050,689,14.7,8.8
6085504806,"Census Tract 5048.06, Santa Clara County, California",3159,201,303,129,9.6,4
6085504901,"Census Tract 5049.01, Santa Clara County, California",10439,464,340,281,3.3,2.7
6085505001,"Census Tract 5050.01, Santa Clara County, California",10058,750,410,221,4.1,2.1
6085505006,"Census Tract 5050.06, Santa Clara County, California",9207,545,537,247,5.8,2.6
6085505007,"Census Tract 5050.07, Santa Clara County, California",3876,317,129,69,3.3,1.8
6085505008,"Census Tract 5050.08, Santa Clara County, California",5841,531,500,296,8.6,5
6085505009,"Census Tract 5050.09, Santa Clara County, California",9592,709,943,640,9.8,6.6
6085505100,"Census Tract 5051, Santa Clara County, California",3637,308,502,173,13.8,4.5
6085505202,"Census Tract 5052.02, Santa Clara County, California",6311,477,870,440,13.8,6.8
6085505203,"Census Tract 5052.03, Santa Clara County, California",3601,377,654,200,18.2,5.1
6085505301,"Census Tract 5053.01, Santa Clara County, California",4982,358,776,371,15.6,7.6
6085505302,"Census Tract 5053.02, Santa Clara County, California",3954,356,194,119,4.9,3
6085505303,"Census Tract 5053.03, Santa Clara County, California",5982,515,505,336,8.4,5.5
6085505304,"Census Tract 5053.04, Santa Clara County, California",3485,285,128,75,3.7,2.2
6085505305,"Census Tract 5053.05, Santa Clara County, California",5808,395,242,220,4.2,3.7
6085505401,"Census Tract 5054.01, Santa Clara County, California",6554,430,268,156,4.1,2.3
6085505402,"Census Tract 5054.02, Santa Clara County, California",3088,328,131,86,4.2,2.7
6085505403,"Census Tract 5054.03, Santa Clara County, California",6917,621,198,104,2.9,1.5
6085505500,"Census Tract 5055, Santa Clara County, California",4272,345,196,136,4.6,3.2
6085505600,"Census Tract 5056, Santa Clara County, California",3016,318,805,332,26.7,9.3
6085505700,"Census Tract 5057, Santa Clara County, California",7013,657,2001,715,28.5,9.2
6085505800,"Census Tract 5058, Santa Clara County, California",4062,271,103,72,2.5,1.7
6085505900,"Census Tract 5059, Santa Clara County, California",6829,490,554,259,8.1,3.7
6085506000,"Census Tract 5060, Santa Clara County, California",4629,286,283,200,6.1,4.3
6085506101,"Census Tract 5061.01, Santa Clara County, California",4428,236,117,63,2.6,1.4
6085506102,"Census Tract 5061.02, Santa Clara County, California",4029,214,82,45,2,1.1
6085506103,"Census Tract 5061.03, Santa Clara County, California",4852,246,256,122,5.3,2.6
6085506202,"Census Tract 5062.02, Santa Clara County, California",7030,409,468,228,6.7,3.3
6085506203,"Census Tract 5062.03, Santa Clara County, California",6536,544,433,201,6.6,3.1
6085506204,"Census Tract 5062.04, Santa Clara County, California",5822,333,240,156,4.1,2.7
6085506301,"Census Tract 5063.01, Santa Clara County, California",5494,344,486,215,8.8,3.9
6085506302,"Census Tract 5063.02, Santa Clara County, California",6612,706,390,290,5.9,4.3
6085506304,"Census Tract 5063.04, Santa Clara County, California",5036,589,561,344,11.1,6.3
6085506305,"Census Tract 5063.05, Santa Clara County, California",6867,658,1288,648,18.8,9.7
6085506401,"Census Tract 5064.01, Santa Clara County, California",5233,333,396,248,7.6,4.8
6085506402,"Census Tract 5064.02, Santa Clara County, California",5859,502,705,385,12,6.5
6085506501,"Census Tract 5065.01, Santa Clara County, California",7411,731,1408,571,19,7.5
6085506502,"Census Tract 5065.02, Santa Clara County, California",4091,352,232,96,5.7,2.4
6085506503,"Census Tract 5065.03, Santa Clara County, California",6411,465,413,211,6.4,3.1
6085506601,"Census Tract 5066.01, Santa Clara County, California",4556,261,252,102,5.5,2.3
6085506603,"Census Tract 5066.03, Santa Clara County, California",4027,185,254,236,6.3,5.8
6085506604,"Census Tract 5066.04, Santa Clara County, California",7473,314,242,145,3.2,1.9
6085506605,"Census Tract 5066.05, Santa Clara County, California",4275,266,419,209,9.8,4.8
6085506606,"Census Tract 5066.06, Santa Clara County, California",4470,325,324,160,7.2,3.5
6085506701,"Census Tract 5067.01, Santa Clara County, California",3931,253,115,75,2.9,1.9
6085506702,"Census Tract 5067.02, Santa Clara County, California",6180,766,708,417,11.5,6.3
6085506703,"Census Tract 5067.03, Santa Clara County, California",3909,332,233,166,6,4
6085506801,"Census Tract 5068.01, Santa Clara County, California",5855,423,250,166,4.3,2.9
6085506802,"Census Tract 5068.02, Santa Clara County, California",5672,319,240,232,4.2,4
6085506803,"Census Tract 5068.03, Santa Clara County, California",7183,450,255,158,3.6,2.2
6085506804,"Census Tract 5068.04, Santa Clara County, California",3608,145,141,97,3.9,2.7
6085506900,"Census Tract 5069, Santa Clara County, California",7854,404,170,150,2.2,1.9
6085507001,"Census Tract 5070.01, Santa Clara County, California",6775,363,243,121,3.6,1.8
6085507002,"Census Tract 5070.02, Santa Clara County, California",2941,250,181,109,6.2,3.5
6085507100,"Census Tract 5071, Santa Clara County, California",3021,270,257,167,8.5,5.2
6085507203,"Census Tract 5072.03, Santa Clara County, California",2957,221,92,66,3.1,2.3
6085507205,"Census Tract 5072.05, Santa Clara County, California",4613,215,98,59,2.1,1.3
6085507206,"Census Tract 5072.06, Santa Clara County, California",2518,263,102,82,4.1,3.2
6085507301,"Census Tract 5073.01, Santa Clara County, California",6620,365,230,142,3.5,2.2
6085507302,"Census Tract 5073.02, Santa Clara County, California",2931,256,140,173,4.8,5.8
6085507401,"Census Tract 5074.01, Santa Clara County, California",5725,289,204,146,3.6,2.5
6085507402,"Census Tract 5074.02, Santa Clara County, California",4149,224,370,163,8.9,3.8
6085507500,"Census Tract 5075, Santa Clara County, California",5923,290,406,289,6.9,4.7
6085507600,"Census Tract 5076, Santa Clara County, California",5621,357,123,73,2.2,1.3
6085507701,"Census Tract 5077.01, Santa Clara County, California",3750,227,81,63,2.2,1.7
6085507702,"Census Tract 5077.02, Santa Clara County, California",6042,322,353,215,5.8,3.5
6085507703,"Census Tract 5077.03, Santa Clara County, California",8135,466,435,226,5.3,2.8
6085507805,"Census Tract 5078.05, Santa Clara County, California",5784,552,407,215,7,3.7
6085507806,"Census Tract 5078.06, Santa Clara County, California",5824,328,358,185,6.1,3.2
6085507807,"Census Tract 5078.07, Santa Clara County, California",3302,197,87,66,2.6,2
6085507808,"Census Tract 5078.08, Santa Clara County, California",5294,317,167,98,3.2,1.9
6085507903,"Census Tract 5079.03, Santa Clara County, California",4940,279,206,123,4.2,2.5
6085507904,"Census Tract 5079.04, Santa Clara County, California",3215,163,10,16,0.3,0.5
6085507905,"Census Tract 5079.05, Santa Clara County, California",6283,535,276,186,4.4,2.9
6085507906,"Census Tract 5079.06, Santa Clara County, California",4489,208,193,131,4.3,2.9
6085508001,"Census Tract 5080.01, Santa Clara County, California",7886,465,406,204,5.1,2.6
6085508003,"Census Tract 5080.03, Santa Clara County, California",2450,175,207,114,8.4,4.4
6085508004,"Census Tract 5080.04, Santa Clara County, California",6831,430,467,277,6.8,4
6085508101,"Census Tract 5081.01, Santa Clara County, California",6749,379,127,92,1.9,1.4
6085508102,"Census Tract 5081.02, Santa Clara County, California",3076,261,62,68,2,2.1
6085508202,"Census Tract 5082.02, Santa Clara County, California",8075,445,155,94,1.9,1.1
6085508203,"Census Tract 5082.03, Santa Clara County, California",5324,326,151,89,2.8,1.6
6085508204,"Census Tract 5082.04, Santa Clara County, California",4216,254,247,171,5.9,4
6085508301,"Census Tract 5083.01, Santa Clara County, California",4464,246,193,131,4.3,3
6085508303,"Census Tract 5083.03, Santa Clara County, California",2537,94,87,46,3.4,1.9
6085508304,"Census Tract 5083.04, Santa Clara County, California",8372,586,548,236,6.5,2.7
6085508401,"Census Tract 5084.01, Santa Clara County, California",7024,471,295,139,4.2,2
6085508403,"Census Tract 5084.03, Santa Clara County, California",3064,173,37,33,1.2,1.1
6085508404,"Census Tract 5084.04, Santa Clara County, California",6597,463,281,175,4.3,2.7
6085508503,"Census Tract 5085.03, Santa Clara County, California",7349,441,373,244,5.1,3.3
6085508504,"Census Tract 5085.04, Santa Clara County, California",8894,630,952,433,10.7,4.7
6085508505,"Census Tract 5085.05, Santa Clara County, California",4571,316,154,88,3.4,1.9
6085508507,"Census Tract 5085.07, Santa Clara County, California",3392,199,266,140,7.8,4
6085508508,"Census Tract 5085.08, Santa Clara County, California",5410,355,530,285,9.8,5.2
6085508601,"Census Tract 5086.01, Santa Clara County, California",3892,279,251,145,6.4,3.6
6085508602,"Census Tract 5086.02, Santa Clara County, California",4749,377,451,134,9.5,2.7
6085508703,"Census Tract 5087.03, Santa Clara County, California",7748,544,199,139,2.6,1.8
6085508704,"Census Tract 5087.04, Santa Clara County, California",6843,496,492,256,7.2,3.6
6085508800,"Census Tract 5088, Santa Clara County, California",3779,355,400,208,10.6,5.7
6085508900,"Census Tract 5089, Santa Clara County, California",5305,378,628,288,11.8,5.2
6085509000,"Census Tract 5090, Santa Clara County, California",7905,592,444,239,5.6,3
6085509102,"Census Tract 5091.02, Santa Clara County, California",4868,361,216,129,4.4,2.6
6085509105,"Census Tract 5091.05, Santa Clara County, California",7104,436,348,197,4.9,2.7
6085509106,"Census Tract 5091.06, Santa Clara County, California",4428,276,271,146,6.1,3.3
6085509107,"Census Tract 5091.07, Santa Clara County, California",5096,354,478,216,9.4,4.3
6085509108,"Census Tract 5091.08, Santa Clara County, California",4568,343,176,95,3.9,2
6085509109,"Census Tract 5091.09, Santa Clara County, California",4788,238,194,90,4.1,1.9
6085509201,"Census Tract 5092.01, Santa Clara County, California",5032,343,368,224,7.3,4.3
6085509202,"Census Tract 5092.02, Santa Clara County, California",4636,322,392,171,8.5,3.6
6085509302,"Census Tract 5093.02, Santa Clara County, California",3390,227,190,121,5.6,3.6
6085509303,"Census Tract 5093.03, Santa Clara County, California",3504,336,506,175,14.4,4.7
6085509304,"Census Tract 5093.04, Santa Clara County, California",3459,295,177,129,5.1,3.7
6085509401,"Census Tract 5094.01, Santa Clara County, California",4016,240,250,96,6.2,2.3
6085509403,"Census Tract 5094.03, Santa Clara County, California",5081,479,1211,661,23.8,12
6085509404,"Census Tract 5094.04, Santa Clara County, California",6989,506,960,582,13.7,8
6085509500,"Census Tract 5095, Santa Clara County, California",5456,517,480,323,8.8,5.8
6085509600,"Census Tract 5096, Santa Clara County, California",3318,299,137,73,4.1,2.1
6085509700,"Census Tract 5097, Santa Clara County, California",3120,207,109,72,3.5,2.3
6085509801,"Census Tract 5098.01, Santa Clara County, California",5621,321,119,68,2.1,1.2
6085509802,"Census Tract 5098.02, Santa Clara County, California",3073,213,82,64,2.7,2
6085509901,"Census Tract 5099.01, Santa Clara County, California",1878,102,84,44,4.5,2.4
6085509902,"Census Tract 5099.02, Santa Clara County, California",4931,325,472,162,9.6,3.2
6085510001,"Census Tract 5100.01, Santa Clara County, California",6409,427,101,103,1.6,1.6
6085510002,"Census Tract 5100.02, Santa Clara County, California",3635,219,113,73,3.1,2
6085510100,"Census Tract 5101, Santa Clara County, California",3027,180,121,94,4,3.1
6085510200,"Census Tract 5102, Santa Clara County, California",4603,266,186,114,4,2.4
6085510300,"Census Tract 5103, Santa Clara County, California",4284,244,150,86,3.5,2
6085510400,"Census Tract 5104, Santa Clara County, California",3255,192,114,85,3.5,2.5
6085510500,"Census Tract 5105, Santa Clara County, California",4793,258,127,79,2.6,1.6
