Id2,Geography,Total number of households,Total number of households- MOE,Median income (dollars); All households,Median income (dollars)- MOE; All households
6085512307,"Census Tract 5123.07, Santa Clara County, California",2164,163,91429,10526
6085512308,"Census Tract 5123.08, Santa Clara County, California",2001,114,124053,10083
6085512309,"Census Tract 5123.09, Santa Clara County, California",1684,97,123491,14705
6085512401,"Census Tract 5124.01, Santa Clara County, California",1298,71,84474,11268
6085512402,"Census Tract 5124.02, Santa Clara County, California",1328,122,123452,12226
6085512503,"Census Tract 5125.03, Santa Clara County, California",2529,101,121673,11916
6085512505,"Census Tract 5125.05, Santa Clara County, California",2164,105,59955,7173
6085512506,"Census Tract 5125.06, Santa Clara County, California",1787,91,56473,10968
6085512507,"Census Tract 5125.07, Santa Clara County, California",2966,177,87115,25523
6085512508,"Census Tract 5125.08, Santa Clara County, California",2621,146,62386,7845
6085512601,"Census Tract 5126.01, Santa Clara County, California",2126,114,38892,7703
6085512602,"Census Tract 5126.02, Santa Clara County, California",637,95,74479,13353
6085512700,"Census Tract 5127, Santa Clara County, California",276,54,80192,30183
6087100100,"Census Tract 1001, Santa Cruz County, California",911,53,93776,29611
6087100200,"Census Tract 1002, Santa Cruz County, California",2685,146,56205,12191
6087100300,"Census Tract 1003, Santa Cruz County, California",1199,62,88021,24142
6087100400,"Census Tract 1004, Santa Cruz County, California",456,52,26570,3354
6087100500,"Census Tract 1005, Santa Cruz County, California",1926,168,77321,8643
6087100600,"Census Tract 1006, Santa Cruz County, California",1204,111,77882,4489
6087100700,"Census Tract 1007, Santa Cruz County, California",913,76,49612,8842
6087100800,"Census Tract 1008, Santa Cruz County, California",3070,142,56022,6096
6087100900,"Census Tract 1009, Santa Cruz County, California",1826,160,52895,7291
6087101000,"Census Tract 1010, Santa Cruz County, California",3535,222,29624,5429
6087101100,"Census Tract 1011, Santa Cruz County, California",2320,105,78625,22326
6087101200,"Census Tract 1012, Santa Cruz County, California",1244,94,60982,20330
6087110100,"Census Tract 1101, Santa Cruz County, California",2521,146,42122,9989
6087110200,"Census Tract 1102, Santa Cruz County, California",2241,150,51442,11799
6087110300,"Census Tract 1103, Santa Cruz County, California",1751,130,33810,9861
6087110400,"Census Tract 1104, Santa Cruz County, California",1851,111,50152,8833
6087110501,"Census Tract 1105.01, Santa Cruz County, California",1935,125,44872,8698
6087110502,"Census Tract 1105.02, Santa Cruz County, California",1492,109,58622,6696
6087110600,"Census Tract 1106, Santa Cruz County, California",2142,126,47973,3464
6087110700,"Census Tract 1107, Santa Cruz County, California",846,56,68011,29552
6087120200,"Census Tract 1202, Santa Cruz County, California",1576,76,91286,9921
6087120301,"Census Tract 1203.01, Santa Cruz County, California",2014,152,93500,19350
6087120302,"Census Tract 1203.02, Santa Cruz County, California",1059,83,86550,11235
6087120400,"Census Tract 1204, Santa Cruz County, California",2233,153,64353,13777
6087120500,"Census Tract 1205, Santa Cruz County, California",2700,139,91250,14908
6087120600,"Census Tract 1206, Santa Cruz County, California",1882,83,88864,10322
6087120700,"Census Tract 1207, Santa Cruz County, California",1559,146,81422,8086
6087120800,"Census Tract 1208, Santa Cruz County, California",2474,120,86410,16733
6087120900,"Census Tract 1209, Santa Cruz County, California",3018,236,101731,16603
6087121000,"Census Tract 1210, Santa Cruz County, California",1348,102,111225,13844
6087121100,"Census Tract 1211, Santa Cruz County, California",1146,66,84000,15578
6087121200,"Census Tract 1212, Santa Cruz County, California",2503,71,115907,12083
6087121300,"Census Tract 1213, Santa Cruz County, California",1552,96,62128,5951
6087121401,"Census Tract 1214.01, Santa Cruz County, California",864,37,62143,11130
6087121402,"Census Tract 1214.02, Santa Cruz County, California",1468,64,60076,4967
6087121403,"Census Tract 1214.03, Santa Cruz County, California",1252,100,47024,11543
6087121500,"Census Tract 1215, Santa Cruz County, California",2378,159,43148,4015
6087121600,"Census Tract 1216, Santa Cruz County, California",2607,223,60666,9076
6087121700,"Census Tract 1217, Santa Cruz County, California",3022,180,52837,5548
6087121800,"Census Tract 1218, Santa Cruz County, California",2315,173,58179,10933
6087122001,"Census Tract 1220.01, Santa Cruz County, California",1823,90,81541,12429
6087122002,"Census Tract 1220.02, Santa Cruz County, California",1356,69,102200,16625
6087122003,"Census Tract 1220.03, Santa Cruz County, California",2646,127,67330,9233
6087122100,"Census Tract 1221, Santa Cruz County, California",1342,123,60608,13269
6087122201,"Census Tract 1222.01, Santa Cruz County, California",2729,183,87009,15943
6087122202,"Census Tract 1222.02, Santa Cruz County, California",793,68,108424,20453
6087122203,"Census Tract 1222.03, Santa Cruz County, California",1554,97,88594,17840
6087122300,"Census Tract 1223, Santa Cruz County, California",1483,118,73942,18996
6087122400,"Census Tract 1224, Santa Cruz County, California",2467,121,93487,13263
6087122500,"Census Tract 1225, Santa Cruz County, California",1329,88,62821,13773
6087123100,"Census Tract 1231, Santa Cruz County, California",758,67,64038,12037
6087123300,"Census Tract 1233, Santa Cruz County, California",436,38,56524,5236
6089010100,"Census Tract 101, Shasta County, California",720,111,22390,5504
6089010200,"Census Tract 102, Shasta County, California",1173,64,35424,5591
6089010300,"Census Tract 103, Shasta County, California",1696,76,47167,7825
6089010400,"Census Tract 104, Shasta County, California",1519,102,42475,10496
6089010500,"Census Tract 105, Shasta County, California",1896,148,28056,8482
6089010600,"Census Tract 106, Shasta County, California",3600,143,70833,14696
6089010701,"Census Tract 107.01, Shasta County, California",3591,168,31941,2547
6089010702,"Census Tract 107.02, Shasta County, California",1521,135,45391,18525
6089010801,"Census Tract 108.01, Shasta County, California",3036,182,51103,6349
6089010802,"Census Tract 108.02, Shasta County, California",4479,193,52788,4389
6089010900,"Census Tract 109, Shasta County, California",1573,145,26014,5787
6089011000,"Census Tract 110, Shasta County, California",2928,116,53256,12283
6089011100,"Census Tract 111, Shasta County, California",1088,67,58704,5242
6089011200,"Census Tract 112, Shasta County, California",2186,186,31172,3283
6089011300,"Census Tract 113, Shasta County, California",2145,116,37528,10465
6089011400,"Census Tract 114, Shasta County, California",3564,138,66964,4012
6089011500,"Census Tract 115, Shasta County, California",2343,120,42137,15744
6089011600,"Census Tract 116, Shasta County, California",1540,103,26304,5412
6089011700,"Census Tract 117, Shasta County, California",3160,198,47833,6211
6089011800,"Census Tract 118, Shasta County, California",3012,169,51349,8526
6089011900,"Census Tract 119, Shasta County, California",1770,95,61357,6659
6089012000,"Census Tract 120, Shasta County, California",2014,157,34958,3826
6089012100,"Census Tract 121, Shasta County, California",2743,160,36205,4613
6089012200,"Census Tract 122, Shasta County, California",1897,132,45706,5948
6089012301,"Census Tract 123.01, Shasta County, California",964,125,31346,9049
6089012302,"Census Tract 123.02, Shasta County, California",1955,113,53938,4057
6089012303,"Census Tract 123.03, Shasta County, California",1382,107,60000,13219
6089012400,"Census Tract 124, Shasta County, California",1505,99,63713,10651
6089012500,"Census Tract 125, Shasta County, California",608,84,54107,15992
6089012601,"Census Tract 126.01, Shasta County, California",1913,110,45060,9024
6089012602,"Census Tract 126.02, Shasta County, California",2582,195,43473,3594
6089012701,"Census Tract 127.01, Shasta County, California",1987,171,35777,13078
6089012702,"Census Tract 127.02, Shasta County, California",1381,132,49028,17251
6091010000,"Census Tract 100, Sierra County, California",1403,149,53750,8418
6093000100,"Census Tract 1, Siskiyou County, California",570,61,29265,9680
6093000200,"Census Tract 2, Siskiyou County, California",750,69,35192,7073
6093000300,"Census Tract 3, Siskiyou County, California",1693,100,35109,2695
6093000400,"Census Tract 4, Siskiyou County, California",369,41,34861,10321
6093000500,"Census Tract 5, Siskiyou County, California",962,81,32150,3382
6093000600,"Census Tract 6, Siskiyou County, California",686,75,45167,9005
6093000701,"Census Tract 7.01, Siskiyou County, California",1549,94,50813,4894
6093000702,"Census Tract 7.02, Siskiyou County, California",1964,153,31004,2216
6093000703,"Census Tract 7.03, Siskiyou County, California",1564,142,34706,2153
6093000800,"Census Tract 8, Siskiyou County, California",1400,119,45000,5988
6093000900,"Census Tract 9, Siskiyou County, California",3139,300,40484,4014
6093001000,"Census Tract 10, Siskiyou County, California",3216,246,48649,5715
6093001100,"Census Tract 11, Siskiyou County, California",1238,111,30338,7109
6093001200,"Census Tract 12, Siskiyou County, California",738,83,36071,4536
6095250101,"Census Tract 2501.01, Solano County, California",2400,102,78771,15969
6095250102,"Census Tract 2501.02, Solano County, California",3298,153,101006,8033
6095250200,"Census Tract 2502, Solano County, California",1315,113,42691,9277
6095250300,"Census Tract 2503, Solano County, California",1062,141,54025,9288
6095250400,"Census Tract 2504, Solano County, California",1244,90,57857,8797
6095250501,"Census Tract 2505.01, Solano County, California",780,37,60167,21156
6095250502,"Census Tract 2505.02, Solano County, California",1125,55,75078,14716
6095250601,"Census Tract 2506.01, Solano County, California",1466,83,59322,5736
6095250603,"Census Tract 2506.03, Solano County, California",2767,121,96225,8113
6095250701,"Census Tract 2507.01, Solano County, California",1006,103,39524,12087
6095250702,"Census Tract 2507.02, Solano County, California",1213,124,40350,7166
6095250800,"Census Tract 2508, Solano County, California",110,52,96500,139014
6095250900,"Census Tract 2509, Solano County, California",1343,109,21434,3316
6095251000,"Census Tract 2510, Solano County, California",1013,119,50938,13211
6095251100,"Census Tract 2511, Solano County, California",1065,104,44886,10507
6095251200,"Census Tract 2512, Solano County, California",1218,75,52621,9684
6095251300,"Census Tract 2513, Solano County, California",1196,81,66950,15819
6095251400,"Census Tract 2514, Solano County, California",2026,154,62841,15205
6095251500,"Census Tract 2515, Solano County, California",1339,101,45440,6244
6095251600,"Census Tract 2516, Solano County, California",1036,129,51810,6963
6095251701,"Census Tract 2517.01, Solano County, California",1386,102,50987,8518
6095251702,"Census Tract 2517.02, Solano County, California",811,95,78003,5452
6095251802,"Census Tract 2518.02, Solano County, California",1186,150,24479,1970
6095251803,"Census Tract 2518.03, Solano County, California",1302,110,65172,13388
6095251804,"Census Tract 2518.04, Solano County, California",940,56,71591,7670
6095251901,"Census Tract 2519.01, Solano County, California",1765,124,54104,10439
6095251902,"Census Tract 2519.02, Solano County, California",1596,94,63783,6941
6095251903,"Census Tract 2519.03, Solano County, California",1314,128,68065,9354
6095252000,"Census Tract 2520, Solano County, California",2046,122,68083,12078
6095252102,"Census Tract 2521.02, Solano County, California",1473,125,67750,12813
6095252103,"Census Tract 2521.03, Solano County, California",1912,128,70306,4370
6095252104,"Census Tract 2521.04, Solano County, California",1564,99,147348,15935
6095252105,"Census Tract 2521.05, Solano County, California",1187,90,109081,7975
6095252106,"Census Tract 2521.06, Solano County, California",1682,100,75583,8637
6095252107,"Census Tract 2521.07, Solano County, California",1391,88,80221,8796
6095252108,"Census Tract 2521.08, Solano County, California",1192,86,85882,9250
6095252201,"Census Tract 2522.01, Solano County, California",2811,137,100019,8088
6095252202,"Census Tract 2522.02, Solano County, California",2932,135,101681,4105
6095252305,"Census Tract 2523.05, Solano County, California",1508,69,81500,6964
6095252306,"Census Tract 2523.06, Solano County, California",1187,82,74092,6912
6095252307,"Census Tract 2523.07, Solano County, California",3845,190,106328,13098
6095252308,"Census Tract 2523.08, Solano County, California",3254,186,61105,9741
6095252309,"Census Tract 2523.09, Solano County, California",4209,200,95625,6857
6095252401,"Census Tract 2524.01, Solano County, California",1220,102,50245,11142
